owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull,labels
Automattic,zeditor,876,902,838,201,421,N/A,N/A,N/A,N/A,N/A,N/A,754,764,273,926,57,809,493,793,N/A,863,573,663,N/A,N/A,N/A,N/A,N/A,N/A,N/A,947,754
adlnet,xAPIWrapper,792,569,772,207,432,N/A,N/A,N/A,N/A,N/A,N/A,695,763,288,456,538,731,523,191,N/A,856,430,412,366,N/A,N/A,N/A,N/A,N/A,N/A,946,695
gitana,cloudcms-server,901,864,756,208,435,N/A,N/A,N/A,N/A,N/A,N/A,881,762,287,300,611,367,490,792,N/A,858,291,345,N/A,N/A,435,N/A,242,N/A,N/A,945,881
douhao4648,jujin-dv,914,923,837,204,443,N/A,N/A,N/A,N/A,N/A,N/A,694,718,286,799,971,801,392,808,N/A,951,N/A,921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,944,694
twreporter,twreporter-react,740,603,862,199,34,86,N/A,423,42,364,220,438,324,136,462,646,766,67,85,N/A,404,57,726,86,556,167,42,23,564,8,943,438
paranoidjk,rc-tools,951,924,970,200,466,N/A,N/A,N/A,N/A,N/A,N/A,783,N/A,754,641,305,616,998,809,N/A,695,398,891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,942,783
ember-cli,ember-cli,358,173,658,212,102,85,93,217,74,132,55,91,184,70,972,342,408,286,181,71,23,35,424,32,193,83,70,44,316,272,941,91
stephenplusplus,sindredash,878,956,832,211,856,N/A,N/A,N/A,N/A,N/A,N/A,740,717,942,885,185,269,577,995,N/A,964,N/A,629,N/A,N/A,N/A,N/A,N/A,N/A,N/A,684,740
avajs,ava,98,143,625,218,906,82,302,357,116,100,85,144,77,941,135,680,641,408,424,181,579,60,602,122,162,128,133,134,137,6,683,144
crowi,crowi,523,484,858,221,855,N/A,N/A,N/A,N/A,N/A,N/A,193,768,940,635,892,352,16,29,449,350,59,562,364,N/A,N/A,N/A,N/A,N/A,N/A,956,193
215566435,TrumpDoc,894,911,859,219,854,N/A,N/A,N/A,N/A,N/A,N/A,563,716,939,798,959,983,371,993,N/A,981,N/A,926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,955,563
ciena-blueplanet,ciena-devops-testbed,953,897,860,220,773,N/A,N/A,N/A,N/A,N/A,N/A,543,440,938,897,498,552,500,34,N/A,625,865,920,N/A,N/A,N/A,459,N/A,N/A,N/A,954,543
NodeBB,NodeBB,154,71,780,239,39,161,319,317,22,339,313,171,325,975,410,403,667,620,992,43,217,7,348,38,99,116,23,4,101,5,953,171
cchamberlain,redux-webpack-boilerplate,913,891,861,240,770,N/A,N/A,N/A,N/A,N/A,N/A,561,767,974,901,256,481,279,991,N/A,980,N/A,796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,952,561
frdl,frdl.js,966,969,836,233,769,N/A,N/A,N/A,N/A,N/A,N/A,560,766,973,924,451,967,844,990,N/A,931,N/A,959,613,N/A,N/A,N/A,N/A,N/A,N/A,951,560
michaelrgalloway,angular-cli,996,968,853,224,768,N/A,N/A,N/A,N/A,N/A,N/A,838,N/A,33,39,751,659,992,795,N/A,497,96,854,N/A,N/A,N/A,N/A,N/A,N/A,N/A,950,838
DallasMorningNews,chartwerk-editor,912,918,835,236,767,N/A,N/A,N/A,N/A,N/A,N/A,837,765,972,946,304,691,46,52,N/A,930,685,789,N/A,N/A,N/A,N/A,N/A,N/A,N/A,949,837
eyedea-io,create-react-app,944,967,983,235,766,N/A,N/A,N/A,N/A,N/A,N/A,688,N/A,30,200,457,811,963,51,N/A,111,106,976,N/A,N/A,N/A,N/A,N/A,N/A,N/A,964,688
electrode-io,electrode-archetype-react-app,827,811,982,244,781,N/A,N/A,N/A,N/A,N/A,N/A,426,893,971,334,360,837,304,798,N/A,332,437,822,N/A,N/A,N/A,N/A,N/A,N/A,N/A,963,426
devCrossNet,vue-starter-packages,931,907,981,243,780,N/A,N/A,N/A,N/A,N/A,N/A,686,932,970,958,827,959,4,25,N/A,929,937,962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,962,686
sai9268619,for-make-tests-ava,987,949,855,231,779,N/A,N/A,N/A,N/A,N/A,N/A,836,931,969,957,981,634,387,801,N/A,928,N/A,858,N/A,N/A,N/A,N/A,N/A,N/A,N/A,961,836
aegis-design,aegis-tools,933,948,834,230,778,N/A,N/A,N/A,N/A,N/A,N/A,835,892,984,734,946,559,322,965,N/A,N/A,N/A,829,N/A,N/A,N/A,N/A,N/A,N/A,N/A,960,835
tableflip,guvnor,695,777,795,229,777,N/A,N/A,N/A,N/A,N/A,N/A,834,891,983,270,235,507,667,996,N/A,876,473,495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,959,834
RunningCoderLee,sprint-scripts,964,947,817,228,776,N/A,N/A,N/A,N/A,N/A,N/A,556,157,32,894,522,845,66,82,N/A,85,108,971,N/A,N/A,N/A,N/A,N/A,N/A,N/A,958,556
xiaowuye,Treasury-architectureTools,963,996,999,242,775,N/A,N/A,N/A,N/A,N/A,N/A,692,960,982,N/A,842,932,966,N/A,N/A,N/A,N/A,925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,957,692
PRINTR3D,formide-client,918,995,846,241,774,N/A,N/A,N/A,N/A,N/A,N/A,945,890,981,810,884,535,451,776,N/A,916,602,597,357,N/A,N/A,N/A,N/A,N/A,N/A,972,945
ezracelli,slate-tools,968,945,816,237,789,N/A,N/A,N/A,N/A,N/A,N/A,691,895,980,797,653,923,130,40,N/A,923,N/A,980,574,N/A,N/A,N/A,N/A,N/A,N/A,971,691
Donmclean,riko,909,903,815,238,863,N/A,N/A,N/A,N/A,N/A,N/A,690,377,231,575,876,600,43,8,N/A,922,916,823,318,N/A,N/A,378,N/A,N/A,N/A,970,690
zenjoy,nimbu-toolbelt,957,944,847,227,58,N/A,N/A,N/A,248,363,N/A,385,951,979,20,278,696,26,435,288,921,876,951,267,N/A,282,269,175,N/A,4,969,385
heyui,hey-cli,813,832,778,248,815,N/A,N/A,N/A,N/A,N/A,N/A,689,759,705,146,836,775,94,64,N/A,840,846,847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,968,689
mahesh-kedari,angular2-starter-pack,962,914,845,247,814,N/A,N/A,N/A,N/A,N/A,N/A,705,958,977,199,584,926,278,785,N/A,773,199,865,N/A,N/A,N/A,N/A,N/A,N/A,N/A,967,705
rlidwka,yapm,858,878,842,246,717,N/A,N/A,N/A,N/A,N/A,N/A,906,740,992,516,307,262,967,791,N/A,687,31,362,N/A,N/A,N/A,N/A,N/A,N/A,N/A,966,906
newsomellc,compages,961,998,856,245,828,N/A,N/A,N/A,N/A,N/A,N/A,759,934,991,642,955,662,126,48,N/A,920,N/A,892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,965,759
nanyuantingfeng,hollow-cli,905,943,767,226,827,N/A,N/A,N/A,N/A,N/A,N/A,562,894,990,925,645,951,310,964,N/A,919,686,889,N/A,N/A,N/A,N/A,N/A,N/A,N/A,980,562
qixuan,akpack,959,997,852,225,826,N/A,N/A,N/A,N/A,N/A,N/A,839,940,989,526,932,234,206,963,N/A,918,N/A,821,N/A,N/A,N/A,N/A,N/A,N/A,N/A,979,839
joewalnes,crunchicorn,884,909,804,232,825,N/A,N/A,N/A,N/A,N/A,N/A,833,731,988,988,406,24,353,962,N/A,841,749,773,N/A,N/A,N/A,N/A,N/A,N/A,N/A,978,833
makamekm,reiso,999,993,819,234,548,N/A,N/A,N/A,N/A,N/A,N/A,564,734,987,800,516,969,33,49,N/A,982,N/A,913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,977,564
madebywild,wildplate,943,925,848,249,617,N/A,N/A,N/A,N/A,N/A,N/A,703,757,986,83,873,840,36,45,N/A,984,N/A,850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,976,703
jaswantmandloi,js,993,999,997,250,624,N/A,N/A,N/A,N/A,N/A,N/A,687,970,978,N/A,738,952,946,772,N/A,990,N/A,932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,975,687
core-ds,arui-scripts,906,905,758,251,139,N/A,135,171,68,347,322,386,758,285,947,881,982,159,775,102,630,127,998,234,223,74,69,43,135,3,974,386
mereyn,react-scripts-custom-template,938,946,844,254,690,N/A,N/A,N/A,N/A,N/A,N/A,557,N/A,29,527,958,886,989,81,N/A,92,115,974,N/A,N/A,N/A,N/A,N/A,N/A,N/A,973,557
leomYili,create-react-app-scripts-custom,958,992,1000,253,692,N/A,N/A,N/A,N/A,N/A,N/A,575,N/A,27,166,549,968,938,79,N/A,98,111,983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,725,575
holodex,app,895,933,824,255,707,N/A,N/A,N/A,N/A,N/A,N/A,263,941,654,417,757,268,634,975,N/A,991,918,615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923,263
quasarframework,quasar-cli,795,732,715,252,709,N/A,N/A,N/A,N/A,N/A,N/A,431,183,681,242,548,814,68,80,N/A,882,477,724,210,N/A,N/A,N/A,N/A,N/A,N/A,924,431
gennadis,twopasswords,937,994,774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,542,739,685,370,514,980,905,976,N/A,992,N/A,993,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,542
