owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
indutny,elliptic,4.0,0.0,27.0,73.5,34.7,0.0,0.0,56.6,53.9,65.7,82.7,24.1,74.1,0.0,54.6,22.825000000000003,34.3,26.125,38.199999999999996,29.05,500.0,579.5,C,C
cssnano,cssnano,45.2,29.9,54.6,14.0,51.9,33.1,31.7,65.6,68.3,63.5,87.4,43.3,67.1,33.5,68.8,45.574999999999996,49.2,35.925000000000004,53.175,44.89166666666667,862.5,875.5,A,A
graphql,graphql-js,32.7,27.8,43.7,21.3,53.9,34.4,35.5,57.0,89.4,89.6,6.1,43.1,55.6,40.2,74.8,45.2,46.6,31.375,53.425000000000004,43.333333333333336,837.0,836.0,A,A
kulshekhar,ts-jest,45.9,34.2,65.4,37.8,54.1,33.7,33.8,60.3,73.8,68.8,63.6,35.0,75.2,37.8,65.4,45.474999999999994,51.5,45.825,53.35000000000001,48.21666666666667,925.0,914.5,A,A
aws,aws-sdk-js,46.9,29.9,87.7,46.7,56.5,38.2,36.7,59.0,75.3,86.9,6.2,67.8,25.4,40.6,61.0,47.599999999999994,49.5,52.8,48.7,49.699999999999996,951.0,880.5,A,A
hughsk,flat,14.2,15.1,37.8,88.1,39.4,21.7,18.9,53.8,55.0,54.5,67.6,38.1,44.6,16.6,55.2,33.45,39.5,38.8,38.625,36.958333333333336,699.0,689.0,B,B
alexreardon,memoize-one,40.9,0.0,42.1,37.9,30.5,0.0,0.0,46.3,62.1,36.6,65.6,21.1,73.6,0.0,17.6,19.2,29.3,30.225,28.074999999999996,25.833333333333332,372.5,419.5,D,C
expressjs,cors,38.2,1.8,71.8,57.6,38.4,11.8,0.0,63.8,72.4,69.6,79.1,34.1,44.3,3.1,61.9,28.5,39.8,42.35,35.849999999999994,35.56666666666666,664.0,704.0,B,B
remix-run,react-router,40.4,27.3,58.6,12.5,61.5,44.5,41.8,81.9,97.6,97.7,79.3,53.2,81.3,44.8,63.5,57.425,57.3,34.7,60.7,50.94166666666666,966.0,990.0,A,A
crypto-browserify,createHash,6.5,0.0,26.0,0.0,29.7,0.0,0.0,14.6,12.2,20.7,6.3,19.1,13.5,0.0,25.8,11.075,11.4,8.125,14.6,11.266666666666666,47.0,56.0,F,F
BerkeleyTrue,warning,30.2,0.0,50.7,31.4,31.9,0.0,0.0,33.6,21.7,17.5,72.3,23.0,79.8,0.0,36.2,16.375,27.7,28.075000000000003,34.75,26.400000000000002,394.0,362.0,D,D
then,is-promise,24.0,0.0,30.5,51.0,28.4,0.0,0.0,40.8,23.8,19.9,78.8,40.7,36.2,0.0,20.3,17.299999999999997,23.9,26.375,24.3,22.65833333333333,235.0,243.0,D,D
immerjs,immer,42.2,15.3,34.9,10.4,43.5,17.2,5.3,70.9,94.0,78.0,81.6,29.9,85.8,19.1,66.4,34.22500000000001,43.9,25.7,50.3,36.74166666666667,689.5,792.5,B,B
avoidwork,filesize.js,39.5,20.4,46.0,60.0,44.5,26.6,29.1,54.1,53.2,39.8,83.4,39.9,53.9,17.4,48.0,38.575,42.2,41.475,39.800000000000004,39.95000000000001,765.0,753.5,B,B
jest-community,eslint-plugin-jest,42.5,31.4,39.0,18.8,54.4,40.0,32.8,54.6,48.0,56.4,79.8,34.0,60.2,37.8,75.5,45.45,46.9,32.925000000000004,51.875,43.416666666666664,839.0,843.0,A,A
typicode,husky,49.0,35.0,41.2,42.5,60.6,35.2,37.5,71.9,95.5,80.9,64.4,46.6,58.9,35.9,49.0,51.300000000000004,51.5,41.925,47.6,46.94166666666666,901.0,914.5,A,A
mscdex,busboy,29.0,6.5,29.7,58.1,42.6,9.6,5.4,55.5,61.5,55.5,73.0,31.9,40.3,5.5,27.5,28.275,32.5,30.825000000000003,26.299999999999997,28.46666666666667,477.0,534.5,C,C
stefanpenner,es6-promise,17.2,0.0,29.8,81.6,32.2,0.0,0.0,62.4,74.7,72.5,74.3,28.0,83.0,0.0,76.7,23.65,39.6,32.15,46.925,34.24166666666667,636.0,694.5,B,B
postcss,postcss-import,47.8,31.5,30.1,51.5,45.8,30.6,20.0,54.5,51.3,45.1,81.9,39.8,46.3,25.6,60.2,37.724999999999994,42.7,40.225,42.974999999999994,40.30833333333333,777.0,763.5,B,B
MikeMcl,bignumber.js,41.7,15.6,34.4,39.7,49.4,14.6,19.5,62.9,73.5,75.6,66.6,36.1,32.1,10.3,21.4,36.6,36.2,32.849999999999994,24.975,31.474999999999994,570.0,616.0,C,B
felixge,node-dateformat,17.7,0.0,43.2,79.0,31.7,0.0,0.0,43.7,50.8,51.1,13.6,59.2,54.2,0.0,71.0,18.85,32.7,34.975,46.1,33.30833333333334,615.0,543.5,B,C
benjamn,recast,16.9,24.7,31.7,72.6,46.6,26.9,12.1,60.1,68.8,64.8,68.0,38.7,68.7,20.6,77.2,36.425,45.1,36.474999999999994,51.3,41.4,800.0,815.0,A,A
validatorjs,validator.js,33.4,22.6,54.2,35.7,58.3,31.4,34.3,60.3,91.7,91.2,2.1,56.3,27.3,37.5,86.8,46.075,47.2,36.474999999999994,51.974999999999994,44.84166666666666,860.0,846.5,A,A
reduxjs,redux,32.4,24.0,88.5,22.5,59.5,39.3,40.5,78.1,98.2,98.5,74.9,40.7,87.9,39.6,77.2,54.349999999999994,58.6,41.85,61.35000000000001,52.51666666666667,980.5,994.0,A,A
moment,moment-timezone,42.8,16.3,56.3,47.4,51.8,18.4,20.1,67.6,66.7,78.7,64.1,60.8,64.0,20.7,79.8,39.475,48.3,40.699999999999996,56.325,45.5,872.5,858.5,A,A
hapijs,joi,47.8,33.5,41.3,57.5,57.6,34.2,31.8,71.3,90.1,86.5,72.5,36.2,45.4,28.4,83.8,48.725,52.5,45.025,48.45,47.4,910.0,931.0,A,A
node-formidable,formidable,44.3,22.0,71.1,37.4,44.8,11.2,5.5,67.2,74.0,74.8,67.0,52.9,75.1,21.6,66.8,32.175,46.5,43.699999999999996,54.099999999999994,43.324999999999996,836.0,833.5,A,A
remix-run,history,27.3,0.0,36.9,12.7,36.2,0.0,0.0,65.2,76.8,80.6,74.6,28.6,81.1,0.0,54.5,25.35,35.4,19.225,41.05,28.541666666666668,478.0,599.0,C,C
dominictarr,split,17.1,0.0,17.4,91.0,30.4,0.0,0.0,38.6,27.5,22.9,67.4,36.6,34.2,0.0,19.6,17.25,24.5,31.375,22.6,23.741666666666664,276.0,258.0,D,D
yeoman,configstore,24.3,0.0,51.3,65.2,36.3,0.0,0.0,48.5,43.3,28.0,77.2,45.4,41.5,3.2,52.2,21.2,32.0,35.2,35.575,30.658333333333335,552.0,519.0,C,C
gulpjs,findup-sync,24.6,10.5,38.0,55.9,31.7,2.8,3.9,38.5,14.9,18.6,73.1,47.5,43.8,4.3,29.4,19.225,27.4,32.25,31.249999999999996,27.575,436.0,353.0,C,D
airbnb,babel-plugin-dynamic-import-node,26.6,0.0,42.8,62.0,30.5,0.0,0.0,40.0,35.9,31.5,84.2,8.2,55.3,0.0,36.1,17.625,28.4,32.85,24.900000000000002,25.125,337.5,389.5,D,D
image-size,image-size,22.4,13.5,40.4,47.5,41.9,21.4,4.0,56.8,57.0,53.0,76.9,40.2,71.0,3.2,34.4,31.025,36.6,30.95,37.2,33.05833333333333,611.0,625.5,B,B
ladjs,superagent,26.6,23.2,62.1,41.5,50.3,27.8,29.0,76.3,86.7,84.5,64.8,69.2,59.6,24.2,84.7,45.849999999999994,51.6,38.35,59.425,47.875,917.5,917.0,A,A
tildeio,rsvp.js,23.0,0.0,41.9,54.2,29.8,8.8,0.0,59.9,66.1,60.9,77.3,35.4,87.8,0.0,79.6,24.625,39.6,29.775000000000002,50.699999999999996,35.03333333333333,652.0,694.5,B,B
normalize,mz,6.8,0.0,29.8,46.7,30.1,0.0,0.0,45.4,51.9,27.9,78.0,23.8,43.5,0.0,48.5,18.875,26.7,20.825000000000003,28.95,22.883333333333336,243.0,329.0,D,D
ljharb,js-traverse,7.9,15.4,64.0,48.5,36.9,17.4,20.4,5.9,11.3,9.7,2.2,0.3,15.4,25.5,43.4,20.15,23.2,33.95,21.15,25.083333333333332,333.5,222.0,D,D
pimterry,loglevel,30.9,24.0,56.7,61.0,43.2,30.4,13.5,60.1,60.3,51.7,79.7,48.8,44.7,16.1,59.8,36.8,43.1,43.15,42.349999999999994,40.76666666666666,791.0,773.0,B,B
Urthen,case-sensitive-paths-webpack-plugin,12.5,0.0,19.7,47.0,32.9,0.0,0.0,37.2,30.3,24.9,83.1,10.7,85.4,0.0,47.0,17.525,28.0,19.8,35.775,24.366666666666664,299.0,372.5,D,D
blakeembrey,pluralize,7.8,0.5,41.2,67.9,33.8,1.1,3.3,57.3,58.1,53.3,73.2,44.6,68.9,1.6,53.5,23.874999999999996,35.2,29.35,42.15,31.791666666666668,581.0,595.0,C,C
dashed,shallowequal,20.6,0.0,34.0,53.9,30.2,0.0,0.0,30.1,19.2,13.7,70.7,16.6,80.7,0.0,36.9,15.075,26.6,27.125,33.55,25.25,347.0,324.0,D,D
shelljs,shelljs,38.4,26.5,79.8,30.3,49.1,24.3,25.0,71.2,85.2,75.4,72.1,52.2,46.5,24.1,70.1,42.4,48.7,43.75,48.224999999999994,44.791666666666664,858.0,867.5,A,A
markedjs,marked,37.9,25.1,60.1,8.3,62.7,44.8,40.3,80.7,95.6,94.1,63.1,70.0,58.5,41.8,76.4,57.125,55.4,32.85,61.675,50.54999999999999,959.0,972.0,A,A
http-party,node-portfinder,23.7,0.0,23.1,52.1,32.3,1.7,0.0,55.2,43.4,40.0,82.6,55.0,53.4,0.5,63.6,22.3,32.6,24.725,43.125,30.05,533.0,538.5,C,C
PrismJS,prism,36.0,14.7,42.9,28.9,48.2,15.2,0.0,60.9,82.0,84.0,20.5,57.0,56.2,12.4,68.5,31.075,39.6,30.625,48.525,36.74166666666667,689.5,694.5,B,B
chaijs,chai,43.8,26.8,75.8,56.9,55.6,32.5,28.8,70.3,76.5,74.6,67.8,62.1,53.4,31.1,73.3,46.800000000000004,53.2,50.825,54.974999999999994,50.86666666666667,965.0,940.0,A,A
domenic,opener,13.7,0.0,22.1,62.4,34.8,0.0,0.0,40.5,25.0,18.1,71.3,47.8,64.0,0.0,18.8,18.825,26.1,24.549999999999997,32.65,25.34166666666667,349.5,306.0,D,D
sindresorhus,get-port,21.5,0.0,50.4,73.8,32.5,0.0,0.0,43.9,42.9,32.7,66.1,34.1,36.2,7.5,53.5,19.1,30.9,36.425,32.825,29.45,517.0,478.5,C,C
okonet,lint-staged,29.9,23.8,46.2,60.0,58.7,36.6,31.0,63.5,83.2,67.9,62.0,41.0,52.5,34.6,64.2,47.45,49.0,39.974999999999994,48.075,45.166666666666664,867.0,873.0,A,A
webpack-contrib,url-loader,29.1,0.0,54.7,61.6,32.5,0.0,0.0,58.4,52.0,50.0,79.0,52.5,85.2,0.0,53.6,22.725,38.0,36.35,47.825,35.63333333333333,667.0,658.5,B,B
reactjs,react-lifecycles-compat,14.4,0.0,54.6,33.0,31.9,0.0,0.0,31.7,31.9,20.4,70.3,4.2,79.1,0.0,46.3,15.899999999999999,27.4,25.5,32.4,24.599999999999998,307.0,353.0,D,D
luisrudge,postcss-flexbugs-fixes,18.5,0.0,39.2,12.2,32.0,9.2,0.0,40.5,39.8,21.3,82.2,18.6,72.3,0.0,52.2,20.425,28.3,17.475,35.775,24.558333333333337,304.5,385.0,D,D
jquery,jquery,40.5,31.2,88.4,61.3,55.8,36.8,27.7,83.6,97.9,98.7,79.5,58.5,69.7,34.8,87.8,50.974999999999994,60.8,55.349999999999994,62.7,56.34166666666666,997.0,997.0,A,A
cheeriojs,cheerio,50.7,34.3,73.9,47.9,50.7,46.2,29.9,77.7,94.5,87.3,64.9,64.2,66.1,38.3,73.5,51.12500000000001,57.8,51.7,60.52499999999999,54.45000000000001,994.0,991.0,A,A
mochajs,mocha,52.5,25.5,41.1,28.4,52.3,30.0,28.6,81.2,91.6,93.4,70.5,69.5,75.6,34.9,84.1,48.025,55.0,36.875,66.025,50.30833333333334,956.0,968.5,A,A
ljharb,json-stable-stringify,20.0,14.3,52.3,48.2,41.6,22.6,17.2,24.7,11.9,10.5,76.4,0.1,41.4,22.0,40.7,26.525000000000002,30.1,33.7,26.049999999999997,28.758333333333336,489.0,449.0,C,C
rbuckton,reflect-metadata,28.9,24.5,44.7,39.5,36.3,30.4,3.4,54.6,63.1,52.2,73.6,29.6,46.8,11.2,9.5,31.175,33.7,34.4,24.275,29.95,530.0,569.0,C,C
tomas,needle,15.4,25.3,51.2,53.9,42.5,15.7,17.1,61.8,53.8,58.7,75.4,59.4,59.1,14.2,63.0,34.275,42.2,36.45,48.925,39.88333333333333,763.0,753.5,B,B
archiverjs,node-archiver,40.6,33.0,46.9,42.1,48.3,36.1,24.2,58.4,61.3,57.6,55.5,59.1,40.6,30.0,42.8,41.75,43.3,40.65,43.125,41.84166666666667,808.0,777.5,A,B
webpack-contrib,copy-webpack-plugin,44.0,22.2,49.8,61.7,44.2,24.0,24.1,59.4,61.9,62.1,76.7,37.0,61.6,26.8,60.0,37.925000000000004,46.0,44.425,46.35,42.9,830.0,826.0,A,A
reworkcss,css,13.5,4.5,38.8,60.4,31.8,9.8,0.0,57.3,53.5,59.2,78.7,37.7,41.1,0.0,31.4,24.724999999999998,31.1,29.299999999999997,27.55,27.191666666666663,420.0,487.0,C,C
js-cookie,js-cookie,48.4,20.9,84.2,37.0,41.7,26.9,18.3,68.9,91.0,90.5,58.2,36.0,42.1,25.1,52.9,38.95,46.4,47.625,39.025,41.86666666666667,809.0,831.5,A,A
chrisdickinson,raf,22.6,0.0,41.2,85.2,27.8,0.0,0.0,46.8,39.5,31.2,81.8,34.6,40.7,0.0,50.2,18.65,30.9,37.25,31.375,29.09166666666667,503.0,478.5,C,C
webpack,webpack-cli,52.3,27.6,75.3,58.3,47.6,42.7,27.2,59.2,60.4,72.2,73.5,30.8,71.7,36.5,35.1,44.175,49.9,53.375,43.525000000000006,47.025,903.0,891.0,A,A
dominictarr,JSONStream,6.0,0.0,43.4,91.0,27.9,0.0,0.0,54.7,56.5,52.3,67.3,42.5,33.8,0.0,44.4,20.65,31.3,35.1,30.174999999999997,28.641666666666666,483.0,495.5,C,C
d3,d3-array,20.1,4.0,18.3,53.5,28.7,10.4,3.5,44.5,31.7,54.2,52.5,39.6,53.4,9.2,46.5,21.775,29.8,23.975,37.175000000000004,27.64166666666667,440.5,436.0,C,C
highlightjs,highlight.js,44.8,31.9,89.0,24.3,57.9,39.9,42.5,80.1,92.1,94.5,69.4,64.5,61.6,42.7,51.0,55.1,56.5,47.50000000000001,54.95,52.51666666666667,980.5,982.5,A,A
reduxjs,react-redux,39.2,22.5,75.0,22.3,53.2,38.6,36.0,75.8,92.2,94.2,74.8,42.1,80.7,37.2,72.5,50.900000000000006,55.4,39.75,58.12499999999999,49.59166666666667,949.0,972.0,A,A
facebook,fbjs,24.8,1.7,57.7,46.8,34.4,13.9,0.0,52.4,57.2,63.1,72.6,16.6,80.9,7.8,66.7,25.174999999999997,38.2,32.75,43.00000000000001,33.64166666666667,624.0,662.5,B,B
yeoman,update-notifier,44.3,2.4,57.8,61.2,32.1,4.8,2.3,57.4,55.2,48.8,76.5,49.1,39.1,3.8,61.6,24.15,36.7,41.425,38.4,34.65833333333333,645.0,629.5,B,B
postcss,postcss-nested,26.5,6.3,29.2,51.1,35.8,7.2,14.1,45.0,48.1,31.4,80.6,20.0,51.9,12.8,49.8,25.525,32.6,28.275,33.625,29.141666666666666,505.5,538.5,C,C
csstools,postcss-plugins,41.4,31.9,68.5,49.2,49.6,45.8,23.8,38.9,41.5,31.1,82.4,0.6,62.4,35.0,32.0,39.525,42.4,47.75,32.5,39.925000000000004,764.0,759.5,B,B
angular,angular-cli,40.4,34.7,89.7,64.8,56.5,47.8,39.2,67.9,93.9,98.0,32.6,47.2,59.7,44.0,42.5,52.849999999999994,55.5,57.400000000000006,48.349999999999994,52.86666666666667,983.0,974.5,A,A
reduxjs,reselect,33.0,28.6,37.4,22.6,49.7,42.4,31.9,67.4,88.8,73.9,70.6,36.1,69.9,34.3,58.5,47.85,48.3,30.4,49.699999999999996,42.65,826.0,858.5,A,A
fshost,node-dir,6.1,0.0,30.3,65.4,26.3,0.0,0.0,36.4,21.5,24.2,63.9,35.9,40.7,0.0,29.9,15.675,23.5,25.450000000000003,26.625,22.583333333333332,231.5,231.5,D,D
bruce,node-temp,23.6,0.0,31.4,74.8,28.5,0.0,0.0,29.0,31.4,30.1,2.3,52.2,37.4,0.0,55.4,14.375,25.5,32.45,36.25,27.691666666666666,444.0,289.5,C,D
Stuk,jszip,26.0,0.0,21.0,73.8,38.2,5.0,0.0,69.9,78.6,84.1,67.1,49.6,68.2,0.0,68.0,28.275000000000002,40.0,30.2,46.449999999999996,34.975,651.0,708.0,B,B
sinonjs,sinon,44.9,29.6,72.2,33.9,50.4,36.1,35.7,68.3,78.7,76.5,55.7,62.2,63.7,35.1,55.1,47.625,51.4,45.15,54.025000000000006,48.93333333333334,937.0,911.5,A,A
webpack-contrib,source-map-loader,43.8,18.8,47.0,61.9,36.0,24.1,23.1,45.8,28.0,37.1,79.9,38.1,64.9,24.4,50.6,32.25,40.8,42.875,44.5,39.875,762.0,729.5,B,B
arcanis,pnp-webpack-plugin,5.0,0.0,18.1,47.9,25.6,0.0,0.0,29.4,23.3,14.9,76.8,2.4,80.3,0.0,10.2,13.75,21.5,17.75,23.225,18.241666666666667,130.0,180.5,F,F
pngjs,pngjs,9.8,19.2,44.9,35.3,31.4,17.1,0.0,38.6,37.4,39.3,62.6,14.9,70.2,13.2,37.8,21.775,30.6,27.3,34.025,27.7,445.5,469.5,C,C
jshttp,basic-auth,22.4,0.0,28.9,57.0,25.7,0.0,0.0,46.1,38.4,36.9,72.4,36.7,47.5,0.0,32.9,17.95,27.1,27.075,29.275000000000002,24.766666666666666,320.0,346.5,D,D
Raynos,global,3.3,0.0,28.7,88.8,24.8,0.0,0.0,32.7,22.7,17.0,66.7,24.6,35.8,0.0,12.8,14.375,21.9,30.2,18.299999999999997,20.958333333333332,180.0,187.0,F,F
JedWatson,react-select,44.5,19.1,66.0,62.1,52.8,28.6,33.0,71.2,94.2,95.3,52.1,43.1,60.5,23.8,73.0,46.400000000000006,52.4,47.925,50.1,48.14166666666667,923.0,928.0,A,A
FezVrasta,popper.js,43.8,24.6,57.9,53.3,54.9,43.9,38.0,73.5,94.9,86.6,71.9,40.6,75.1,40.5,44.3,52.575,54.3,44.89999999999999,50.12499999999999,49.199999999999996,942.0,960.0,A,A
styled-components,polished,45.0,26.5,86.5,28.3,29.0,11.9,2.4,53.4,75.5,55.8,49.7,32.8,69.2,17.0,54.5,24.175,40.3,46.575,43.375,38.041666666666664,724.5,718.0,B,B
pvorb,node-md5,20.6,0.0,38.8,78.8,26.3,0.0,0.0,40.1,44.1,53.5,20.6,42.1,49.9,0.0,31.6,16.6,27.6,34.55,30.9,27.349999999999998,425.5,357.5,C,D
senchalabs,connect,29.7,0.0,51.5,59.4,26.4,0.0,0.0,71.8,79.1,82.0,77.8,48.2,46.0,0.0,15.3,24.549999999999997,34.0,35.15,27.375,29.024999999999995,499.0,573.5,C,C
styled-components,styled-components,45.3,30.4,76.2,28.2,54.9,38.2,39.4,73.8,96.6,92.0,69.8,36.9,74.2,39.8,48.5,51.575,54.3,45.025,49.85,48.81666666666666,934.0,960.0,A,A
jfromaniello,url-join,24.3,18.8,35.5,73.7,32.7,25.4,18.7,37.5,27.4,23.7,64.0,34.8,44.2,18.2,42.0,28.575,34.0,38.075,34.8,33.81666666666667,629.0,573.5,B,C
apollographql,graphql-tag,13.3,23.1,66.4,38.6,39.2,21.7,23.9,46.9,59.2,52.6,60.9,14.8,61.8,24.9,42.5,32.925,38.4,35.35,36.0,34.75833333333333,646.0,669.0,B,B
brix,crypto-js,20.4,13.6,69.8,45.5,40.2,9.1,4.1,67.0,86.1,91.7,57.4,32.9,35.1,2.0,48.8,30.099999999999998,37.7,37.324999999999996,29.700000000000003,32.375,593.0,653.5,C,B
arcanis,ts-pnp,0.8,0.0,16.4,48.0,25.5,0.0,0.0,25.7,13.4,11.1,76.0,2.1,43.4,0.0,4.9,12.8,16.6,16.3,12.6,13.9,83.0,112.5,F,F
gregberge,svgr,33.4,19.4,71.9,56.7,52.3,26.0,33.9,64.3,79.8,68.0,80.7,28.6,69.4,29.0,57.8,44.125,49.8,45.35000000000001,46.199999999999996,45.225,868.0,887.0,A,A
kentcdodds,cross-env,29.0,0.0,71.6,57.1,25.6,0.0,0.0,59.7,73.2,60.3,71.1,34.1,42.3,0.0,62.9,21.325000000000003,35.7,39.425,34.824999999999996,31.85833333333333,582.0,604.5,C,B
postcss,postcss-safe-parser,22.2,7.6,19.2,51.0,28.9,10.4,12.5,29.6,16.1,12.3,75.1,14.8,50.4,10.9,9.9,20.35,23.9,25.0,21.5,22.28333333333333,224.0,243.0,D,D
octokit,rest.js,21.3,29.5,68.6,28.6,49.7,38.2,34.0,27.0,33.5,29.4,14.8,30.2,59.5,38.8,57.7,37.225,39.1,37.0,46.55,40.25833333333333,775.0,679.0,B,B
jergason,recursive-readdir,17.0,0.0,26.1,74.2,26.8,0.0,0.0,47.2,27.1,38.6,82.0,41.0,65.5,0.0,45.3,18.5,30.6,29.325000000000003,37.95,28.59166666666667,480.0,469.5,C,C
blakeembrey,change-case,48.9,23.3,36.9,67.8,50.8,28.7,30.2,50.7,58.3,38.3,53.8,52.6,54.0,26.8,47.0,40.099999999999994,43.5,44.224999999999994,45.1,43.14166666666666,835.0,784.0,A,B
webpack-contrib,webpack-bundle-analyzer,30.2,22.8,67.9,62.2,43.2,23.9,28.5,57.7,82.9,69.8,69.6,8.7,78.6,26.3,59.1,38.325,47.5,45.775000000000006,43.175,42.425000000000004,822.0,848.0,A,A
isaacs,node-touch,5.4,0.0,32.2,86.8,24.4,0.0,0.0,37.3,16.2,13.5,77.0,42.5,69.0,0.0,5.1,15.424999999999999,25.3,31.1,29.15,25.224999999999998,345.5,283.5,D,D
remy,nodemon,51.6,21.4,83.9,63.7,45.7,30.2,19.9,82.7,93.6,87.8,77.6,71.7,77.5,33.6,60.9,44.62500000000001,56.8,55.150000000000006,60.925,53.56666666666666,987.0,986.0,A,A
matthew-andrews,isomorphic-fetch,25.4,0.0,36.7,74.8,26.5,0.0,0.0,59.0,74.3,61.5,71.5,28.8,45.3,0.0,27.7,21.375,31.6,34.225,25.45,27.016666666666666,412.0,502.5,C,C
que-etc,resize-observer-polyfill,4.3,0.0,31.5,18.5,24.6,0.0,0.0,46.8,54.9,47.3,63.2,21.8,73.9,0.0,12.6,17.85,24.4,13.575,27.075,19.5,150.0,255.5,F,D
node-modules,detect-port,29.9,1.4,61.4,57.9,24.6,2.8,0.0,32.0,28.1,18.2,57.2,24.5,39.6,11.1,43.0,14.85,27.5,37.65,29.549999999999997,27.349999999999998,425.5,355.5,C,D
babel,babylon,29.9,0.0,60.3,43.1,24.6,0.0,0.0,40.6,54.8,59.8,14.7,33.1,63.6,0.0,54.5,16.3,30.4,33.324999999999996,37.8,29.141666666666666,505.5,463.5,C,C
emotion-js,emotion,41.7,19.5,81.4,17.1,49.1,22.8,23.0,63.5,87.1,81.7,48.2,37.0,78.6,26.9,65.5,39.6,48.0,39.925000000000004,52.0,43.84166666666667,845.0,852.0,A,A
slevithan,xregexp,28.4,0.0,43.5,26.8,32.1,2.9,0.0,62.9,63.8,64.1,72.2,51.4,61.7,0.0,54.6,24.475,34.5,24.675,41.925000000000004,30.358333333333338,545.0,586.5,C,C
auth0,jwt-decode,36.7,27.8,56.5,69.5,47.6,42.5,32.5,54.0,62.9,65.6,55.4,31.9,60.0,36.2,55.8,44.15,48.3,47.625,45.975,45.916666666666664,883.0,858.5,A,A
twbs,bootstrap,41.3,33.5,86.0,36.4,57.2,44.8,41.7,86.3,99.7,99.9,77.7,68.0,49.4,45.2,58.5,57.5,58.6,49.300000000000004,55.275000000000006,54.025000000000006,993.0,994.0,A,A
markdown-it,markdown-it,51.4,30.0,75.9,44.5,52.4,32.0,35.6,62.5,86.9,87.6,56.0,19.5,41.3,33.0,42.6,45.625,48.0,50.45,34.1,43.39166666666667,838.0,852.0,A,A
facebook,create-react-app,31.2,14.1,90.8,46.6,42.5,21.1,0.0,79.4,99.2,99.2,85.6,33.6,89.1,12.6,77.8,35.75,51.5,45.675,53.27499999999999,44.9,864.0,914.5,A,A
d3,d3-shape,22.0,3.3,19.9,53.3,30.0,4.5,4.2,52.3,60.1,62.6,51.8,34.5,52.5,3.5,40.2,22.75,30.5,24.625,32.675,26.683333333333334,401.0,466.0,C,C
pinojs,pino,37.0,30.4,75.0,28.6,55.4,38.2,39.9,63.2,83.6,77.9,50.3,41.0,41.3,40.4,79.3,49.175000000000004,51.0,42.75,50.5,47.475,912.0,909.0,A,A
socketio,socket.io,43.4,30.2,62.1,31.0,52.3,28.4,32.4,85.9,98.1,97.6,76.6,71.3,79.2,32.1,40.9,49.75000000000001,54.0,41.675,55.875,49.1,940.0,953.0,A,A
gajus,eslint-plugin-flowtype,18.7,0.0,80.7,59.0,25.1,0.0,0.0,54.2,47.3,49.5,82.3,37.7,56.3,0.0,81.0,19.825000000000003,37.0,39.6,43.75,34.39166666666667,639.0,636.5,B,B
npm,read,7.0,26.3,64.9,61.0,36.1,31.8,23.7,37.1,20.0,22.7,59.5,46.2,37.3,32.0,37.6,32.175,35.8,39.8,38.275000000000006,36.75,691.0,607.5,B,B
webpack-contrib,raw-loader,24.5,0.0,48.5,62.4,25.2,0.0,0.0,49.4,43.0,39.1,67.9,47.6,81.7,0.0,33.5,18.65,32.5,33.85,40.7,31.066666666666666,562.0,534.5,C,C
npm,cli,33.0,31.2,73.7,60.9,58.6,45.2,42.1,55.5,76.4,93.1,18.7,33.7,58.8,45.0,52.9,50.35,51.5,49.7,47.599999999999994,49.21666666666667,943.0,914.5,A,A
d3,d3-scale,19.6,12.4,20.3,53.2,31.5,10.2,4.3,51.2,53.7,62.0,51.5,37.8,56.3,4.1,39.4,24.3,31.5,26.375,34.39999999999999,28.35833333333333,474.0,501.0,C,C
less,less.js,45.8,24.1,71.7,55.2,47.0,22.8,18.6,63.9,87.0,94.3,7.6,66.8,56.9,23.1,51.0,38.074999999999996,46.6,49.2,49.45,45.57500000000001,875.0,836.0,A,A
sindresorhus,multimatch,23.1,1.3,55.3,75.8,28.0,2.6,4.4,33.0,24.8,17.8,56.1,33.2,34.2,3.6,52.0,17.0,28.4,38.875,30.75,28.875,492.0,389.5,C,D
dankogai,js-base64,37.7,13.6,51.2,75.8,33.4,12.6,12.6,69.5,67.5,84.7,76.1,49.8,40.6,18.4,50.5,32.025,42.6,44.575,39.825,38.80833333333333,745.5,762.0,B,B
mikehall314,es6-promisify,30.0,0.0,36.8,11.8,26.6,0.0,0.0,40.5,34.1,21.4,68.2,38.5,73.6,0.5,14.2,16.775,24.6,19.65,31.7,22.708333333333332,239.0,261.0,D,D
oliviertassinari,babel-plugin-transform-react-remove-prop-types,14.9,0.0,50.9,37.9,26.6,0.0,0.0,46.7,44.3,29.5,81.0,32.1,84.1,0.0,43.9,18.325000000000003,31.1,25.924999999999997,40.025,28.09166666666667,460.0,487.0,C,C
npm,osenv,4.5,0.0,46.0,61.0,26.7,0.0,0.0,37.6,17.6,16.0,78.4,38.2,75.8,0.0,24.7,16.075,27.0,27.875,34.675,26.208333333333332,385.0,342.5,D,D
