owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
browserify,browserify,40.5,15.5,0.6,81.4,64.4,14.9,29.8,7.6,7.2,69.8,85.5,82.8,52.6,58.3,39.6,42.8,3.6,72.3,61.1,41.2,73.63333333333334,29.558333333333334,40.475,44.25,38.09444444444444,735.0,B,745.5,B,0.7016195824247139,B,0.7315053658827743,B
mathiasbynens,base64,27.9,0.0,0.0,46.1,65.4,6.3,19.0,0.0,0.0,35.8,33.7,40.7,45.0,23.6,13.8,38.8,0.0,2.6,26.9,20.9,39.699999999999996,14.674999999999999,27.875,16.25,19.599999999999998,173.0,F,184.0,F,-0.9044951797889725,D,-0.8815426715084982,D
mscdex,ssh2,42.7,37.5,16.1,58.9,58.2,20.6,37.1,17.4,7.3,54.5,70.9,74.5,35.1,37.4,22.8,35.1,14.6,18.8,55.3,35.1,60.166666666666664,30.491666666666664,42.675,26.475,33.21388888888888,625.0,B,608.0,B,0.2777770415401465,C,0.24679634972086478,C
airbnb,enzyme,43.7,24.3,12.3,76.0,62.0,10.2,24.0,6.5,0.0,61.6,89.6,89.9,54.1,12.9,41.1,50.7,13.4,59.0,63.2,39.1,77.86666666666666,27.091666666666665,43.65,34.0,34.913888888888884,658.0,B,696.0,B,0.42541029994729246,C,0.5646383275319529,B
epeli,underscore.string,10.0,0.0,0.0,40.0,0.0,6.4,19.1,0.0,0.0,60.4,64.7,68.1,52.3,56.3,37.9,56.0,0.0,57.6,46.4,28.7,61.70000000000001,20.200000000000003,10.0,42.474999999999994,24.224999999999998,332.0,D,425.0,C,-0.5028458738283555,D,-0.26175081477687634,C
sindresorhus,user-home,32.1,0.0,0.0,53.6,74.8,6.4,19.1,0.0,0.0,29.3,18.6,13.1,63.3,22.2,18.0,40.7,0.0,13.3,12.7,21.4,31.599999999999998,12.675,32.1,19.05,21.275000000000002,214.0,D,202.0,D,-0.7590329987113433,D,-0.8418124242821122,D
angular,components,47.2,29.4,27.1,67.8,64.7,47.4,51.9,47.7,42.8,72.9,92.7,96.7,59.4,42.6,56.2,78.1,46.0,44.5,78.9,55.9,82.93333333333334,56.33333333333333,47.25,52.8,52.12777777777777,981.0,A,983.5,A,1.920317656726838,A,1.8995746343385227,A
vuejs,vue-style-loader,18.2,0.0,0.0,26.0,46.7,7.5,22.4,0.0,0.0,35.0,22.0,32.6,71.6,13.7,35.9,56.5,0.0,51.2,20.7,24.1,41.86666666666667,16.066666666666666,18.175,30.35,21.530555555555555,233.0,D,266.0,D,-0.7368397637873936,D,-0.6272690892596275,D
stevemao,left-pad,22.7,0.0,0.0,26.0,64.7,7.5,22.4,0.0,0.0,48.5,50.6,48.2,70.1,24.9,32.8,45.3,0.0,53.1,35.4,27.8,56.26666666666667,19.666666666666668,22.675,30.825000000000003,24.38888888888889,342.0,D,394.0,D,-0.4886132557793004,C,-0.33326525978437105,C
remarkjs,react-markdown,42.8,22.9,24.7,79.3,44.3,27.1,42.2,28.4,10.8,58.7,82.1,78.5,45.6,28.7,46.1,45.1,24.1,69.2,62.6,43.7,68.73333333333333,37.53333333333333,42.8,41.775,40.702777777777776,798.0,B,800.0,A,0.9281353171376385,B,0.9301566020147044,B
Hacker0x01,react-datepicker,46.6,27.7,29.3,85.1,44.5,46.2,52.1,45.9,40.6,65.8,75.8,90.9,44.8,51.6,58.2,61.4,43.4,69.9,71.0,54.2,70.5,52.275,46.65,56.575,51.833333333333336,978.0,A,966.0,A,1.8947471904014181,A,1.7644917937688107,A
nfl,react-helmet,34.8,18.7,0.5,74.2,45.9,11.9,30.1,5.5,0.0,60.3,87.3,75.0,58.7,20.3,50.2,80.5,0.0,70.1,58.1,39.3,73.66666666666667,27.31666666666667,34.825,42.725,34.955555555555556,660.0,B,701.0,B,0.4290287621631543,C,0.580530426422507,B
node-js-libs,cli,21.2,0.0,0.0,31.8,53.1,7.2,21.6,0.0,0.0,41.3,41.5,34.9,42.9,46.0,21.1,32.5,0.0,30.8,27.9,22.7,39.666666666666664,15.316666666666666,21.225,27.325,21.28888888888889,217.0,D,233.0,D,-0.7578268446393894,D,-0.7385137814935085,D
koajs,compose,32.1,0.0,0.0,57.3,70.9,7.2,21.6,0.0,0.0,43.4,45.7,48.3,49.6,30.1,40.1,63.4,5.5,51.4,33.7,30.7,47.76666666666667,17.34166666666667,32.05,37.6,28.997222222222224,522.0,C,493.5,C,-0.08841133470502789,C,-0.1028298258713323,C
http-party,http-server,39.4,28.6,0.9,76.7,51.5,14.8,31.2,13.1,0.0,68.1,83.9,86.1,48.3,54.2,48.0,66.1,18.1,59.7,61.6,42.6,72.76666666666667,29.266666666666666,39.425000000000004,49.525000000000006,39.40555555555556,765.0,B,774.0,B,0.8154805268171536,B,0.842750058116655,B
ethereumjs,ethereumjs-monorepo,34.5,32.6,29.7,36.7,39.0,43.9,48.3,45.5,37.9,48.1,59.9,74.1,12.7,45.5,54.4,46.4,44.0,73.0,59.3,45.2,48.800000000000004,45.12500000000001,34.5,52.225,43.949999999999996,850.0,A,826.5,A,1.2101341391604379,B,1.0493473436938623,B
dcodeIO,bcrypt.js,27.5,19.9,0.0,45.0,45.1,11.4,28.7,5.5,0.0,46.3,64.8,59.5,23.5,37.4,14.2,24.7,0.0,17.9,45.2,24.8,49.199999999999996,20.849999999999998,27.5,20.0,22.78333333333333,274.0,D,292.0,D,-0.6280446664971604,D,-0.5716467431426872,D
goto100,xpath,37.0,38.2,32.4,36.9,40.3,32.1,40.7,29.5,26.2,31.7,21.3,32.9,35.6,36.9,31.7,33.1,13.1,48.9,28.8,33.1,29.866666666666664,31.566666666666666,36.95,33.0,33.83888888888889,639.0,B,566.5,C,0.3320539747780683,C,0.08787536081532074,C
hapijs,boom,31.9,15.7,7.6,47.1,57.2,11.5,28.9,5.5,0.0,56.3,62.4,54.1,68.6,40.1,39.1,46.1,6.9,64.5,42.7,34.7,61.599999999999994,24.0,31.9,39.4,31.766666666666666,591.0,C,604.5,B,0.1520957872425606,C,0.2150121519397561,C
request,request-promise,26.6,2.2,0.8,53.2,50.3,9.6,26.8,2.1,0.0,52.2,68.7,62.2,48.7,29.1,33.0,43.3,0.0,55.6,46.8,30.3,59.866666666666674,22.19166666666667,26.625,32.0,26.938888888888886,434.0,C,482.5,C,-0.2671633681685821,C,-0.134614023652441,C
expressjs,errorhandler,26.6,0.0,0.0,49.3,57.2,7.3,21.9,0.0,0.0,42.2,30.0,29.9,68.4,40.4,26.2,51.8,0.0,26.8,22.4,25.6,42.76666666666667,16.166666666666668,26.625,29.75,24.180555555555557,327.0,D,319.0,D,-0.5067055668586073,D,-0.5080783475804694,D
react-icons,react-icons,38.3,36.8,33.6,50.1,32.9,39.5,49.4,35.8,33.4,65.0,80.8,75.2,70.2,34.0,50.8,61.6,34.5,56.4,65.2,48.4,75.39999999999999,48.5,38.35,46.625,44.49166666666667,858.0,A,870.5,A,1.2571741479666367,B,1.3036209259427325,B
apostrophecms,sanitize-html,38.6,27.6,6.6,77.3,42.9,19.0,36.0,9.2,11.8,52.1,65.8,67.4,45.8,29.3,37.5,45.4,5.9,61.3,50.7,36.8,59.666666666666664,29.166666666666664,38.6,35.475,34.41388888888889,652.0,B,650.5,B,0.3819887533569561,C,0.3818791902905769,C
react-dnd,react-dnd,28.6,23.1,11.1,59.4,21.0,15.7,36.9,10.2,0.0,67.7,89.8,89.5,44.4,47.2,39.9,73.9,4.3,41.4,65.0,38.0,74.56666666666668,30.41666666666667,28.65,41.7,33.588888888888896,634.0,B,672.5,B,0.31034320148290045,C,0.47723178363390356,C
mishoo,UglifyJS2,45.1,21.3,16.5,81.0,61.5,7.3,22.0,0.0,0.0,12.3,0.0,0.0,19.6,29.8,18.5,27.0,24.8,3.6,2.4,20.8,19.7,10.425,45.075,21.3,25.599999999999998,398.0,D,180.5,F,-0.38343662070492884,C,-0.8894887209537753,D
zenorocha,clipboard.js,41.9,24.7,10.1,74.6,58.0,13.6,32.8,8.0,0.0,57.2,96.1,95.0,4.6,33.2,41.5,55.2,4.2,65.0,68.2,38.6,65.96666666666667,26.691666666666666,41.849999999999994,39.400000000000006,35.980555555555554,682.0,B,681.0,B,0.5180429326733449,B,0.5249080803055669,B
reactjs,react-modal,36.2,27.0,27.8,57.0,33.1,23.7,38.6,13.4,19.2,56.7,74.8,78.0,50.7,23.5,56.6,77.3,17.8,74.8,58.8,43.3,67.86666666666666,34.766666666666666,36.225,48.35,39.78055555555556,776.0,B,794.0,B,0.8480466867599064,B,0.8983724042335951,B
medialize,URI.js,31.3,0.0,0.0,71.0,54.4,13.9,22.1,19.7,0.0,57.5,73.3,71.5,24.1,61.0,28.0,25.1,0.0,58.9,52.9,32.7,56.26666666666667,24.516666666666666,31.35,36.25,30.70555555555556,572.0,C,556.0,C,0.0599456161452903,C,0.056091163034212035,C
sindresorhus,tildify,31.1,0.0,0.0,48.8,75.6,7.4,22.1,0.0,0.0,28.7,14.7,11.7,59.0,29.2,26.7,43.9,0.0,36.1,11.3,23.5,28.333333333333332,12.608333333333334,31.099999999999998,27.3,23.66944444444444,306.0,D,252.0,D,-0.5510920367065079,D,-0.6749453859312908,D
apollographql,apollo-link,26.9,0.0,0.0,69.1,38.6,7.4,22.2,0.0,0.0,43.4,52.7,65.8,49.2,6.0,53.6,82.1,0.0,78.7,42.0,32.8,55.866666666666674,19.51666666666667,26.924999999999997,41.7,29.380555555555556,532.0,C,558.0,C,-0.055121482319102924,C,0.06403721247948879,C
winstonjs,winston-daily-rotate-file,32.4,19.3,25.1,37.1,48.0,16.3,35.3,7.8,5.7,37.0,43.3,49.4,33.0,22.2,38.4,46.0,8.7,60.5,36.3,31.0,41.733333333333334,22.633333333333333,32.375,34.35,29.78611111111111,546.0,C,507.5,C,-0.01990178341805187,C,-0.07899167753550064,C
facebook,react-native,45.5,27.2,26.5,81.6,46.8,44.9,49.6,43.9,41.4,78.7,99.5,98.9,67.2,49.1,55.3,69.9,46.0,50.0,81.1,56.1,88.53333333333335,55.858333333333334,45.525000000000006,53.75,51.71111111111111,975.0,A,986.0,A,1.8841330345682241,A,1.9154667332290773,A
75lb,command-line-args,28.8,0.0,0.0,49.9,65.5,6.4,17.1,2.1,0.0,40.0,38.1,41.7,49.5,30.5,23.7,54.6,0.8,15.8,28.7,24.7,43.1,15.575000000000001,28.85,25.425,23.283333333333335,293.0,D,288.5,D,-0.5846231199068231,D,-0.5795927925879645,D
naugtur,xhr,31.0,0.0,0.0,76.0,48.2,5.7,17.1,0.0,0.0,45.3,42.1,41.6,58.3,39.2,38.5,59.5,0.0,56.0,29.8,30.1,47.26666666666667,16.09166666666667,31.05,38.675,28.605555555555554,503.0,C,476.5,C,-0.12242487953412541,C,-0.15050612254299536,C
sidorares,node-mysql2,49.3,23.0,30.1,67.9,76.2,43.3,46.8,44.1,38.9,61.8,67.0,72.3,56.6,51.3,44.5,55.7,42.8,34.9,60.9,49.7,65.3,48.775,49.3,46.175,48.083333333333336,927.0,A,897.0,A,1.5690855909738908,A,1.4069195687313365,B
vuejs,vue-hot-reload-api,18.4,0.0,0.0,26.2,47.5,5.7,17.2,0.0,0.0,36.5,32.4,26.9,70.0,16.8,39.2,76.2,0.0,41.4,21.7,25.0,43.06666666666666,15.066666666666666,18.425,33.6,22.36388888888889,261.0,D,297.5,D,-0.664470519470165,D,-0.5557546442521328,D
vuejs,vuex,31.1,19.8,6.4,50.8,47.5,16.1,27.6,14.8,5.8,73.1,95.1,97.4,63.8,36.2,49.8,72.8,6.9,69.7,69.5,42.5,85.43333333333334,33.40833333333334,31.125,46.400000000000006,36.97777777777778,707.0,B,768.0,B,0.6046447950396285,B,0.8348040086713777,B
prettymuchbryce,http-status-codes,30.9,28.8,5.4,36.6,52.7,17.3,27.2,12.6,11.9,41.3,45.2,41.2,37.8,41.1,34.5,57.9,10.9,34.7,34.6,31.0,41.266666666666666,23.241666666666667,30.875000000000004,36.15,30.088888888888892,554.0,C,507.5,C,0.006392375350541329,C,-0.07899167753550064,C
kelektiv,node-cron,49.5,27.1,28.4,92.0,50.4,35.9,39.6,42.2,25.8,62.9,76.6,72.7,39.0,63.4,47.8,41.3,35.7,66.4,61.7,49.0,62.76666666666667,42.59166666666667,49.475,51.7,47.92222222222222,922.0,A,882.5,A,1.555094203739226,A,1.3512972226143958,B
jasmine,jasmine-npm,34.8,17.5,4.1,64.8,52.8,11.9,21.6,8.2,5.9,36.8,28.6,47.7,24.2,46.8,23.4,32.0,3.0,35.2,29.4,26.7,33.46666666666666,17.291666666666664,34.8,29.25,27.11388888888889,445.0,C,359.5,D,-0.2519658268619638,C,-0.4206718036824204,C
parshap,node-sanitize-filename,29.8,3.2,0.0,42.1,73.8,6.4,16.8,2.5,0.0,23.2,26.5,27.7,9.0,29.4,25.4,53.5,0.0,22.8,20.2,21.2,20.833333333333332,10.033333333333333,29.775,26.424999999999997,22.077777777777772,250.0,D,195.5,F,-0.6893172933524141,D,-0.8577045231726665,D
mui-org,material-ui,37.8,30.1,30.2,90.9,0.0,43.5,41.7,46.5,42.3,78.3,98.9,99.4,62.5,52.4,56.3,71.3,46.3,51.3,80.6,54.0,86.93333333333334,54.358333333333334,37.8,55.324999999999996,49.161111111111104,943.0,A,962.5,A,1.6626831469575052,A,1.748599694878256,A
knex,knex,35.2,31.3,33.5,54.7,21.4,39.8,39.8,38.5,41.1,71.1,88.6,90.2,49.1,56.7,55.9,54.2,43.0,70.4,72.9,50.5,75.96666666666667,48.84166666666666,35.225,56.075,46.71388888888888,900.0,A,908.5,A,1.4501587994792449,B,1.470487964293554,B
sequelize,sequelize,45.6,35.7,33.5,76.7,36.6,42.2,39.7,47.5,39.4,82.2,95.4,95.5,59.8,78.2,54.7,66.6,44.0,53.7,77.7,56.2,83.56666666666666,52.541666666666664,45.625,60.625,52.93055555555555,990.0,A,987.5,A,1.990033362085768,A,1.9234127826743548,A
react-component,slider,38.3,29.6,24.9,49.5,49.5,29.8,29.7,31.1,28.6,45.9,62.9,75.7,9.1,35.9,49.1,35.7,31.9,79.7,56.1,40.8,49.0,34.6,38.375,45.800000000000004,39.59166666666667,770.0,B,739.5,B,0.8316429913813345,B,0.6997211681016651,B
trentm,node-bunyan,36.9,4.8,9.7,81.9,51.0,8.2,16.2,8.2,0.0,59.1,74.4,70.9,50.4,40.6,36.7,66.3,2.9,40.8,51.2,35.2,65.23333333333333,22.408333333333335,36.85,37.65,32.30277777777778,606.0,B,611.0,B,0.19865333441997748,C,0.2547423991661421,C
nashwaan,xml-js,22.0,3.9,0.0,54.1,30.1,5.6,16.8,0.0,0.0,42.8,49.7,53.2,50.1,18.3,34.4,79.5,0.0,23.6,36.2,26.2,50.96666666666667,16.941666666666666,22.025,30.349999999999998,23.105555555555554,286.0,D,343.0,D,-0.6000618920278321,D,-0.4604020509088064,C
websockets,bufferutil,25.9,31.3,4.7,32.1,35.6,10.2,15.3,9.3,6.0,31.7,16.7,25.0,54.4,30.8,29.7,39.6,9.8,39.6,17.3,24.4,32.0,15.649999999999999,25.925000000000004,29.95,23.84166666666667,312.0,D,280.0,D,-0.5361357262142802,D,-0.6034309409237961,D
firebase,firebase-js-sdk,46.9,28.9,28.1,89.9,40.9,42.0,40.6,44.4,40.9,57.6,68.5,79.0,65.4,17.6,69.2,83.5,45.4,78.8,63.2,53.9,70.96666666666667,49.21666666666667,46.95,56.325,50.830555555555556,970.0,A,961.0,A,1.8076628664063532,A,1.7406536454329786,A
hudochenkov,stylelint-order,30.8,16.5,28.3,40.1,38.5,12.8,13.0,19.2,6.1,36.0,44.3,31.4,42.8,25.6,33.9,55.6,12.6,33.4,29.5,28.4,39.4,19.424999999999997,30.85,31.799999999999997,27.35833333333333,456.0,C,417.0,C,-0.2307375151955772,C,-0.28558896311270804,C
googleapis,google-api-nodejs-client,49.1,24.4,33.5,90.6,48.1,40.4,44.1,43.5,33.6,60.1,81.0,88.9,5.7,64.9,40.9,34.7,39.7,48.4,70.1,47.6,59.23333333333334,45.108333333333334,49.15,46.925,47.06111111111111,908.0,A,857.5,A,1.4803126512780904,B,1.2400525303805152,B
FortAwesome,Font-Awesome,33.4,22.9,18.2,73.1,19.4,29.5,42.2,23.4,23.0,79.1,98.6,98.1,58.0,61.8,34.5,40.2,11.5,51.9,75.4,44.1,84.89999999999999,43.375,33.4,41.349999999999994,39.375,762.0,B,808.5,A,0.812826987858855,B,0.961940799795813,B
webpack-contrib,eslint-loader,31.7,0.0,0.0,64.6,62.2,5.5,16.6,0.0,0.0,51.9,46.7,46.3,74.1,40.6,49.7,85.2,0.0,63.8,32.8,34.7,55.56666666666666,18.041666666666664,31.7,47.4,32.38055555555555,608.0,B,604.5,B,0.2054077972229186,C,0.2150121519397561,C
ciaranj,node-oauth,29.4,3.6,12.8,21.6,79.7,9.2,16.7,10.8,0.0,47.1,59.8,74.0,5.6,49.0,23.4,23.2,0.0,47.0,47.7,27.3,47.23333333333334,18.683333333333337,29.425,29.8,25.969444444444445,414.0,C,381.5,D,-0.3513529223909574,C,-0.37299550701075707,C
webpack-contrib,html-loader,50.3,45.6,19.5,73.7,62.4,25.7,28.8,24.4,23.8,52.6,48.9,55.4,63.0,43.0,52.2,65.5,25.1,65.9,43.3,45.2,55.699999999999996,33.175,50.300000000000004,49.875,44.449999999999996,855.0,A,826.5,A,1.2535556857507748,B,1.0493473436938623,B
npm,security-holder,21.9,0.0,0.0,26.2,61.2,5.4,16.3,0.0,0.0,16.6,18.0,26.6,11.6,10.4,20.2,23.1,0.0,37.5,16.7,16.0,18.599999999999998,8.725,21.85,17.75,16.108333333333334,112.0,F,110.5,F,-1.2077223134781587,D,-1.270899094327081,D
pugjs,pug,32.1,22.8,0.0,52.7,52.9,9.0,26.9,0.0,0.0,74.6,90.8,89.3,55.8,62.4,40.8,71.5,2.5,48.4,63.0,39.1,78.63333333333333,26.383333333333333,32.1,46.2,34.894444444444446,656.5,B,696.0,B,0.42372168424655765,C,0.5646383275319529,B
typeorm,typeorm,46.5,32.3,38.6,90.8,24.1,45.1,49.3,42.0,44.0,67.2,95.9,96.5,48.4,28.2,47.4,59.2,22.0,61.1,79.2,51.6,80.26666666666667,53.891666666666666,46.449999999999996,42.625,47.65555555555556,919.0,A,925.5,A,1.5319360455577136,A,1.5578945081916034,A
yiminghe,async-validator,27.9,14.6,3.1,49.7,44.4,9.5,23.5,5.2,0.0,57.5,77.7,76.3,57.9,18.1,39.1,73.9,0.0,43.2,54.5,33.5,70.60000000000001,24.825000000000003,27.949999999999996,33.800000000000004,28.858333333333334,515.0,C,576.0,C,-0.10047287542456598,C,0.11965955859642943,C
formatjs,formatjs,44.9,39.2,36.9,62.1,41.5,42.1,45.9,42.0,38.5,66.5,85.0,85.1,40.7,55.3,57.1,76.7,38.4,56.3,70.7,52.7,70.26666666666667,49.166666666666664,44.925000000000004,56.675,50.25555555555555,959.0,A,942.5,A,1.7577280878274655,A,1.6453010520896527,A
flitbit,diff,27.2,0.0,0.0,46.0,62.9,5.5,16.4,0.0,0.0,51.0,62.5,59.0,47.7,35.0,34.4,62.8,0.0,40.5,42.3,29.5,56.366666666666674,18.19166666666667,27.225,34.575,26.66388888888889,426.5,C,448.5,C,-0.291045218793267,C,-0.19818241921465868,C
driverdan,node-XMLHttpRequest,25.5,0.0,0.0,36.5,65.4,5.5,16.5,0.0,0.0,36.9,29.7,62.9,5.5,49.5,22.6,20.0,0.0,47.9,32.7,22.6,33.53333333333333,12.508333333333333,25.475,29.35,22.444444444444446,265.0,D,228.0,D,-0.6574748258528329,D,-0.7464598309387855,D
gulpjs,gulp,41.6,25.3,7.0,77.6,56.5,12.2,28.2,8.4,0.0,76.4,95.8,95.6,68.7,45.7,44.6,54.3,0.0,79.6,67.9,43.7,86.69999999999999,30.825,41.599999999999994,44.89999999999999,39.10833333333333,753.0,B,800.0,A,0.7896688296773413,B,0.9301566020147044,B
roryrjb,md5-file,14.0,0.0,0.0,43.4,12.5,5.3,16.0,0.0,0.0,31.3,21.0,14.9,62.1,27.2,27.7,43.6,0.0,39.4,13.7,19.6,32.6,12.15,13.975,27.55,17.891666666666666,136.0,F,155.0,F,-1.0528521306392904,D,-0.9848413142971016,D
mathiasbynens,utf8.js,28.4,0.0,0.0,47.9,65.5,5.3,16.0,0.0,0.0,41.4,34.9,45.5,53.5,31.6,17.1,43.2,0.0,8.2,28.6,23.0,44.56666666666666,15.141666666666666,28.35,20.75,21.41388888888889,226.0,D,240.0,D,-0.7469714579918052,D,-0.7146756331576769,D
firebase,firebase-admin-node,43.8,23.7,32.7,78.0,40.8,39.2,44.1,40.0,33.7,39.1,53.7,65.0,5.4,32.2,47.4,43.9,39.7,58.8,52.6,42.4,42.23333333333333,40.008333333333326,43.8,43.64999999999999,42.48611111111111,828.0,A,764.5,B,1.0830054999765069,B,0.8268579592261004,B
59naga,babel-plugin-add-module-exports,21.9,0.0,0.0,25.7,62.0,5.4,16.1,0.0,0.0,34.5,39.4,27.3,48.8,22.6,35.4,78.0,0.0,28.3,24.0,24.3,38.46666666666666,13.641666666666666,21.925,32.225,22.597222222222218,268.0,D,275.0,D,-0.6442071310613416,D,-0.6113769903690732,D
75lb,command-line-usage,32.4,0.0,0.0,64.2,65.4,5.4,16.1,0.0,0.0,27.7,20.4,21.8,46.6,22.1,17.6,42.4,5.6,4.8,15.9,20.8,29.53333333333333,11.408333333333333,32.400000000000006,18.725,20.844444444444445,203.0,D,180.5,F,-0.7964237749419114,D,-0.8894887209537753,D
jimp-dev,jimp,32.1,10.5,29.8,74.5,13.6,30.8,38.9,23.4,30.1,65.1,84.1,76.0,53.1,47.2,48.4,64.6,30.4,50.4,63.6,44.1,71.03333333333333,40.858333333333334,32.1,48.150000000000006,40.36944444444445,789.0,B,808.5,A,0.8991876194107477,B,0.961940799795813,B
mapbox,node-pre-gyp,50.0,29.0,17.6,81.7,71.5,19.8,30.0,18.2,11.2,53.0,48.0,63.0,72.7,28.2,50.2,64.4,17.1,69.0,43.6,43.2,61.23333333333333,30.15833333333333,49.95,44.675,41.59444444444444,816.0,A,792.0,B,1.0055704085570727,B,0.8904263547883183,B
kelektiv,node.bcrypt.js,41.4,29.8,19.3,65.6,50.8,27.4,39.0,19.3,23.9,53.2,74.5,70.4,5.3,62.8,43.9,43.0,19.2,69.4,57.4,41.5,51.03333333333333,33.30833333333333,41.375,48.599999999999994,41.09444444444444,804.0,A,752.5,B,0.9621488619667358,B,0.7553435142186057,B
enzymejs,enzyme,32.1,23.7,15.3,74.1,15.2,8.3,19.8,5.2,0.0,61.6,89.5,90.0,54.0,12.9,40.8,51.0,13.5,58.0,62.6,35.7,77.83333333333333,25.708333333333332,32.074999999999996,33.85,30.54444444444444,569.0,C,624.0,B,0.045954228910625526,C,0.2944726463925281,C
ant-design,ant-design,41.2,24.5,27.4,74.9,37.9,44.5,42.7,47.4,43.4,75.3,98.8,99.7,54.6,48.1,58.2,50.4,46.8,77.2,81.0,54.8,84.36666666666666,54.46666666666666,41.175000000000004,55.62499999999999,50.42222222222222,961.0,A,973.5,A,1.772201936690911,A,1.8121680904404733,A
lit,lit,35.3,28.9,28.0,76.7,7.6,44.6,46.8,45.6,41.5,59.9,87.4,79.1,36.4,36.7,56.7,57.9,44.5,67.7,70.4,49.1,67.63333333333334,50.38333333333334,35.3,51.7,45.794444444444444,882.0,A,884.0,A,1.3703113999159036,B,1.3592432720596732,B
Automattic,node-canvas,40.2,33.3,15.9,56.0,55.7,31.2,41.5,23.7,28.5,55.9,79.2,82.4,5.1,57.0,44.6,28.3,28.6,76.8,64.3,43.0,56.23333333333334,37.483333333333334,40.225,47.675,41.794444444444444,820.0,A,785.5,B,1.0229390271932077,B,0.8745342558977637,B
mattyork,fuzzy,23.8,0.0,0.0,43.4,51.9,5.2,15.5,0.0,0.0,41.7,42.5,38.2,44.0,42.2,18.7,43.9,0.0,12.3,28.6,22.4,41.5,14.25,23.825,24.6,20.89166666666667,204.0,D,221.5,D,-0.7923228510972683,D,-0.7623519298293402,D
casesandberg,react-color,32.0,16.1,9.6,57.6,44.5,11.5,24.3,10.1,0.0,56.6,81.7,80.0,39.3,25.2,37.3,51.3,0.0,60.6,57.7,34.3,67.0,25.349999999999998,31.95,34.275,30.524999999999995,568.0,C,596.0,C,0.04426561320989009,C,0.18322795415864684,C
cryptocoinjs,bs58,21.2,0.0,0.0,27.3,57.5,5.2,15.6,0.0,0.0,31.8,20.2,24.3,53.9,28.6,25.0,37.6,0.0,37.4,16.6,20.8,32.699999999999996,12.075,21.2,25.9,19.724999999999998,178.0,F,180.5,F,-0.8936397931413883,D,-0.8894887209537753,D
shouldjs,should.js,26.2,0.0,0.0,62.9,42.0,5.2,15.6,0.0,0.0,44.7,56.8,46.0,44.7,31.1,32.2,47.4,0.0,49.2,36.0,27.1,49.1,16.175,26.225,31.924999999999997,24.775000000000002,356.0,D,374.0,D,-0.4550821725789845,C,-0.38888760590131144,C
anseki,readline-sync,27.8,0.0,0.0,58.4,53.0,5.1,15.2,0.0,0.0,34.3,41.4,29.6,36.8,29.6,12.4,30.6,0.0,6.7,25.4,19.9,35.93333333333333,12.783333333333331,27.85,16.725,19.119444444444444,163.0,F,161.5,F,-0.946228110678574,D,-0.9610031659612702,D
quilljs,quill,39.1,39.2,33.2,55.0,28.9,39.6,43.7,41.2,33.8,73.5,96.4,93.8,41.4,62.4,46.4,61.5,36.5,41.2,76.6,49.6,77.2,48.97500000000001,39.075,50.4,46.150000000000006,890.0,A,894.0,A,1.4011889441579215,B,1.3989735192860593,B
substack,brfs,19.9,18.9,0.0,59.3,1.3,6.0,17.9,0.0,0.0,39.3,35.3,32.5,48.5,40.8,19.0,38.5,0.0,18.6,24.6,21.0,38.666666666666664,14.141666666666666,19.874999999999996,24.475,19.497222222222224,168.0,F,187.0,F,-0.9134207199214304,D,-0.873596622063221,D
domenic,chai-as-promised,32.9,10.3,2.1,56.4,62.5,7.5,19.7,2.7,0.0,48.3,52.2,42.6,46.7,51.6,34.6,61.9,0.0,41.8,34.1,30.8,47.1,17.375,32.825,38.824999999999996,29.675,543.0,C,499.5,C,-0.029551015993682275,C,-0.09488377642605499,C
oclif,command,18.0,0.0,18.9,22.3,30.7,23.6,21.5,30.8,18.5,24.8,17.6,24.5,24.7,32.5,44.6,54.7,29.9,49.4,21.9,27.8,22.233333333333334,23.258333333333333,17.975,41.625,27.619444444444444,466.0,C,394.0,D,-0.20806181864284554,C,-0.33326525978437105,C
dylang,shortid,34.1,23.5,0.0,42.7,70.3,6.1,18.2,0.0,0.0,55.1,71.8,61.2,46.3,41.2,34.3,68.6,0.0,34.2,46.4,32.4,59.73333333333333,19.48333333333333,34.125,36.0,29.869444444444444,549.0,C,548.5,C,-0.012664858986329144,C,0.03225301469838009,C
jonschlinkert,gray-matter,29.4,15.0,0.4,56.8,45.1,9.8,26.4,0.8,2.1,48.7,66.3,45.7,56.2,26.5,22.3,39.7,1.1,26.2,40.6,27.5,56.0,21.324999999999996,29.325000000000003,23.375,24.675,353.0,D,386.0,D,-0.463766481897052,C,-0.35710340812020275,C
timoxley,keycode,34.5,0.0,0.0,47.5,90.4,5.1,15.4,0.0,0.0,36.3,31.8,30.0,48.1,35.5,28.2,41.3,0.0,43.2,22.3,26.0,36.73333333333333,13.033333333333331,34.475,30.0,25.83611111111111,408.0,C,330.5,D,-0.36293200148171423,C,-0.4762941497993608,C
