owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile
yeoman,update-notifier,42.4,48.0,2.4,57.6,61.6,13.6,32.5,4.8,3.4,57.5,55.3,48.9,76.5,49.3,35.0,39.2,4.3,61.5,39.3,37.1
postcss,postcss-nested,26.1,18.6,6.5,28.4,51.0,18.8,35.7,7.2,13.4,45.1,48.2,31.5,80.6,20.0,38.2,51.8,12.5,50.4,32.8,32.1
csstools,postcss-plugins,44.5,27.6,31.8,69.6,49.1,39.1,49.1,45.8,22.3,39.0,41.6,31.2,82.4,0.6,42.9,62.4,34.3,32.0,37.3,41.4
angular,angular-cli,54.4,29.1,34.6,89.3,64.7,47.7,56.4,47.7,39.1,68.0,93.9,98.0,32.6,47.3,48.8,59.7,44.0,42.6,79.9,54.7
reduxjs,reselect,27.3,20.9,28.6,37.5,22.3,41.5,49.8,42.4,32.4,67.4,88.8,73.9,70.6,36.2,54.3,69.8,34.5,58.5,68.1,47.6
fshost,node-dir,24.1,,,30.8,65.6,8.8,26.3,,,36.4,21.6,24.2,63.9,35.9,23.5,40.7,,29.8,18.2,23.2
bruce,node-temp,27.2,2.9,,30.9,74.8,9.1,27.2,,,30.2,31.5,30.1,7.2,51.9,31.4,39.0,,55.3,23.6,24.5
Stuk,jszip,30.6,27.7,,21.0,73.8,14.4,38.2,5.0,,69.9,78.6,84.1,67.1,49.6,45.4,68.2,,67.9,59.0,40.1
sinonjs,sinon,41.8,30.8,29.6,73.0,34.0,40.7,50.3,36.1,35.5,68.4,78.7,76.5,55.7,62.6,51.3,63.7,35.0,55.1,65.3,50.5
webpack-contrib,source-map-loader,41.9,38.6,18.2,48.5,62.2,27.7,35.0,24.1,24.0,45.9,28.1,37.3,79.9,38.1,46.7,64.9,24.8,50.5,31.0,40.6
arcanis,pnp-webpack-plugin,16.3,,,17.1,48.0,8.5,25.6,,,29.4,23.5,14.8,76.8,2.4,30.7,80.3,,11.7,15.6,21.2
pngjs,pngjs,25.5,2.9,19.2,45.0,34.9,16.1,31.3,17.1,,38.6,37.5,39.5,62.6,14.9,40.3,70.1,13.2,37.6,31.0,30.1
jshttp,basic-auth,21.9,,,30.4,57.2,8.6,25.7,,,46.3,38.5,37.0,72.4,37.4,26.8,47.5,,33.0,28.0,25.9
Raynos,global,29.3,,,28.3,88.8,8.3,24.8,,,32.9,22.8,17.6,66.7,24.6,16.3,35.8,,13.2,16.2,21.7
JedWatson,react-select,44.3,29.4,18.5,67.3,62.1,38.0,52.6,28.6,32.7,71.2,94.2,95.3,52.1,43.2,52.4,60.5,23.7,72.9,75.8,51.5
FezVrasta,popper.js,42.0,32.1,24.4,58.3,53.3,45.6,54.9,43.8,38.0,73.5,94.9,86.6,71.9,40.7,53.4,75.1,40.5,44.6,75.7,53.6
styled-components,polished,45.4,40.4,26.4,86.5,28.4,14.1,28.1,11.9,2.2,53.5,75.5,55.9,49.7,32.9,46.8,69.2,16.9,54.3,48.5,40.0
pvorb,node-md5,29.1,,,37.6,78.8,8.8,26.3,,,40.1,44.2,53.6,20.2,42.5,27.0,49.7,,31.4,35.5,26.3
senchalabs,connect,28.6,2.7,,52.1,59.5,8.5,25.6,,,71.8,79.1,82.0,77.8,48.2,20.4,46.0,,15.1,56.5,32.3
styled-components,styled-components,42.2,33.9,30.4,76.2,28.2,44.1,54.9,38.1,39.3,73.8,96.6,92.0,69.8,36.9,54.1,74.2,39.8,48.4,77.6,53.6
jfromaniello,url-join,37.9,22.3,18.8,36.7,73.7,26.3,32.4,25.4,21.1,37.6,27.5,23.6,64.0,35.2,35.2,44.2,19.5,42.0,25.8,34.2
apollographql,graphql-tag,33.7,7.2,23.0,66.2,38.5,27.8,38.8,21.7,22.9,47.0,59.3,52.7,60.9,14.9,42.9,61.7,24.4,42.5,46.6,37.8
brix,crypto-js,38.8,25.8,13.6,70.3,45.4,17.8,40.3,9.1,4.1,67.0,86.1,91.7,57.4,32.9,28.6,35.0,2.0,48.7,65.2,38.0
arcanis,ts-pnp,16.1,,,16.4,47.8,8.5,25.5,,,25.6,13.4,11.1,76.0,2.1,16.3,43.4,,5.6,11.0,16.6
gregberge,svgr,42.6,22.3,19.3,72.2,56.7,37.1,52.1,26.0,33.3,64.3,79.8,68.0,80.7,28.6,52.0,69.4,28.8,57.8,61.6,49.0
kentcdodds,cross-env,32.4,,,72.5,57.1,8.5,25.6,,,59.7,73.2,60.3,71.1,34.1,34.7,42.2,,62.0,47.3,33.8
postcss,postcss-safe-parser,19.2,,7.5,18.0,51.2,17.3,28.9,10.4,12.5,29.6,16.2,12.5,75.1,14.8,23.9,50.3,10.9,10.5,15.3,22.5
octokit,rest.js,36.9,20.7,29.4,68.7,28.5,40.2,49.3,38.2,33.0,26.1,33.6,29.8,10.5,30.3,51.3,58.0,38.2,57.7,34.5,38.6
jergason,recursive-readdir,32.4,28.2,,27.4,74.1,8.5,25.6,,,47.2,27.3,38.6,82.0,41.0,36.9,65.5,,45.3,24.8,31.3
blakeembrey,change-case,41.3,37.0,23.2,37.2,67.8,35.9,50.4,28.6,28.7,50.8,58.4,38.4,53.8,52.6,42.3,54.0,26.0,47.0,44.2,42.6
webpack-contrib,webpack-bundle-analyzer,44.4,26.0,22.7,67.1,61.9,32.0,43.3,23.9,28.8,58.0,82.9,69.8,69.6,9.6,54.7,78.6,26.5,59.0,61.6,47.3
isaacs,node-touch,29.9,,,32.7,86.9,8.1,24.4,,,37.3,16.4,13.5,77.0,42.5,24.8,69.0,,5.4,12.7,25.0
remy,nodemon,51.5,37.0,21.2,83.9,63.7,32.1,45.8,30.2,20.2,82.7,93.6,87.8,77.6,71.7,57.4,77.5,33.8,60.9,71.2,55.9
matthew-andrews,isomorphic-fetch,32.5,18.8,,36.4,74.8,8.6,25.8,,,59.1,74.3,61.5,71.5,29.0,24.7,45.3,,28.8,48.1,31.2
que-etc,resize-observer-polyfill,13.2,,,34.1,18.8,8.2,24.6,,,46.9,55.0,47.4,63.2,22.0,29.1,73.9,,13.3,36.9,24.4
node-modules,detect-port,30.0,,1.3,60.8,57.8,9.1,24.6,2.8,,32.1,28.2,18.5,57.2,24.4,31.2,39.6,11.1,43.0,18.6,25.6
babel,babylon,26.0,,,60.7,43.3,8.2,24.6,,,39.6,54.9,59.8,10.6,33.2,39.0,62.3,,54.6,41.0,28.2
emotion-js,emotion,36.9,30.7,19.0,80.8,17.1,32.3,49.6,22.8,24.6,63.5,87.1,81.7,48.2,37.0,57.2,78.6,27.8,65.4,67.0,47.5
slevithan,xregexp,23.8,25.5,,43.0,26.6,11.6,32.0,2.9,,62.8,63.9,64.0,72.2,51.2,38.8,61.7,,54.6,46.5,34.3
auth0,jwt-decode,44.2,24.5,27.7,55.2,69.5,40.6,47.5,42.5,31.9,54.0,63.0,65.6,55.4,32.1,50.5,60.0,36.0,55.6,56.4,47.3
twbs,bootstrap,45.4,25.6,33.4,86.5,36.2,47.8,57.2,44.7,41.6,86.4,99.7,99.9,77.7,68.1,51.0,49.4,45.2,58.4,82.5,57.6
markdown-it,markdown-it,46.8,37.3,29.9,75.5,44.3,39.8,52.2,32.0,35.3,62.5,86.9,87.6,56.0,19.5,38.9,41.3,32.8,42.5,71.4,47.0
facebook,create-react-app,43.5,22.7,14.1,90.6,46.6,21.2,42.5,21.1,,79.4,99.2,99.2,85.6,33.6,59.8,89.1,12.6,77.8,73.2,51.0
d3,d3-shape,21.0,7.5,3.0,20.2,53.4,13.2,30.9,4.5,4.2,52.3,60.2,62.6,51.8,34.6,32.1,52.5,3.5,40.3,45.3,29.7
pinojs,pino,40.7,29.0,30.3,74.9,28.4,44.4,55.4,38.1,39.8,63.2,83.6,77.9,50.3,41.0,53.6,41.3,40.3,79.3,68.6,50.5
socketio,socket.io,37.9,28.6,30.1,61.7,31.3,37.4,52.1,28.4,31.8,85.9,98.1,97.6,76.6,71.3,50.7,79.2,31.8,41.0,77.7,53.0
gajus,eslint-plugin-flowtype,34.9,,,80.7,59.0,8.4,25.1,,,54.3,47.4,49.6,82.3,37.8,45.7,56.2,,80.9,35.1,35.8
npm,read,39.1,3.4,26.2,65.6,61.3,29.4,34.0,31.8,22.4,37.1,20.1,22.8,59.5,46.1,35.4,37.2,31.4,37.7,24.1,35.3
webpack-contrib,raw-loader,28.1,,,50.2,62.0,8.4,25.2,,,49.4,43.1,39.1,67.9,47.3,38.5,81.7,,33.9,30.2,31.1
npm,cli,48.3,27.5,31.1,74.0,60.7,48.6,58.6,45.1,42.0,55.6,76.4,93.1,19.2,33.7,52.1,58.9,44.9,52.4,72.7,51.1
d3,d3-scale,24.1,10.4,12.6,20.2,53.3,15.7,32.5,10.2,4.3,51.3,53.8,62.0,51.5,37.9,33.2,56.2,4.1,39.2,43.8,31.1
less,less.js,45.6,30.4,24.1,72.9,55.1,28.9,46.6,22.8,17.5,63.6,87.0,94.3,6.3,66.8,43.3,56.4,22.6,51.0,70.1,45.4
sindresorhus,multimatch,33.5,,1.3,56.8,75.8,11.7,28.0,2.6,4.4,33.1,24.9,18.0,56.1,33.4,30.1,34.3,3.6,52.4,18.2,27.1
dankogai,js-base64,39.3,16.8,13.6,51.0,75.8,19.1,32.2,12.6,12.6,69.5,67.5,84.7,76.1,49.8,36.5,40.5,18.4,50.5,57.1,41.1
mikehall314,es6-promisify,12.2,,,36.9,12.1,8.9,26.6,,,40.6,34.2,21.5,68.2,38.5,29.7,73.6,0.5,14.9,21.5,22.8
oliviertassinari,babel-plugin-transform-react-remove-prop-types,22.3,,,51.4,38.0,8.9,26.6,,,46.8,44.4,29.5,81.0,32.1,42.6,84.1,,43.8,27.6,30.1
npm,osenv,27.0,,,47.2,60.7,8.9,26.7,,,37.7,17.7,16.3,78.4,38.2,33.7,75.7,,25.5,14.3,26.8
bevacqua,hash-sum,28.1,,,32.9,79.4,8.4,25.3,,,32.3,24.6,17.8,71.7,15.2,21.3,60.2,,3.6,16.9,22.5
mongodb,js-bson,32.5,,29.8,52.5,47.8,36.1,37.1,36.0,35.1,43.3,47.3,60.2,6.1,59.5,47.4,41.8,32.0,68.4,47.9,39.8
bjyoungblood,es6-error,22.6,,,30.9,59.7,8.5,25.4,,,30.4,21.5,20.8,54.2,25.3,40.9,72.1,,50.5,16.9,25.6
jest-community,jest-watch-typeahead,19.7,,34.4,25.7,18.6,25.8,29.9,34.9,12.7,35.9,29.6,14.6,80.5,18.9,44.6,62.3,24.1,47.5,23.3,31.5
babel,babel-eslint,28.6,,,71.4,43.1,8.6,25.7,,,59.0,62.7,58.0,78.3,37.0,51.7,81.6,,73.5,43.1,37.0
niksy,throttle-debounce,33.3,26.7,,47.6,58.8,9.1,27.2,,,42.2,45.8,41.8,55.6,25.4,26.2,48.2,,30.5,32.2,27.7
gulpjs,vinyl,28.7,,,58.3,56.3,8.6,25.8,,,50.2,50.2,41.3,64.7,44.6,35.3,41.2,1.9,63.0,33.4,30.7
webpack-contrib,webpack-hot-middleware,42.6,27.6,21.9,58.4,62.5,29.1,39.1,21.0,27.0,51.2,59.5,63.2,60.6,21.5,46.2,57.9,13.5,67.2,50.6,42.3
puppeteer,puppeteer,29.6,26.4,29.5,54.7,7.8,47.8,55.0,47.3,41.0,71.0,98.7,97.3,51.4,36.8,50.9,61.9,44.8,46.1,81.3,49.8
sockjs,sockjs-client,41.3,11.1,25.9,74.6,53.6,22.1,37.1,16.2,13.1,74.3,77.1,84.2,79.6,56.5,43.0,66.4,24.7,38.0,61.1,45.2
philbooth,bfj,29.3,,,74.3,43.0,7.7,23.1,,,32.0,18.9,9.7,80.4,19.0,21.3,52.4,,11.4,12.1,22.6
reduxjs,redux-thunk,32.1,26.0,14.2,65.8,22.4,31.1,41.0,24.5,27.7,67.5,88.2,81.4,71.4,29.1,53.1,65.5,26.1,67.8,66.9,45.9
mongodb,node-mongodb-native,41.8,,32.4,87.2,47.8,38.8,35.9,43.5,36.9,79.3,79.3,88.3,75.2,74.5,53.7,70.7,41.5,48.9,68.8,53.4
omnidan,node-emoji,46.6,30.6,24.0,71.3,60.6,33.1,39.1,34.9,25.2,52.7,50.3,58.9,64.3,37.2,54.2,71.6,34.9,56.1,47.4,46.6
expressjs,serve-favicon,30.9,21.8,,44.5,57.2,8.3,25.0,,,42.4,37.1,34.6,57.3,40.7,21.8,45.9,,19.6,26.7,25.9
request,request-promise-native,20.1,,,30.3,50.2,7.7,23.2,,,41.9,47.8,34.3,75.7,9.8,19.6,48.6,,10.2,29.9,22.3
brianc,node-postgres,45.6,24.9,29.0,46.8,81.8,40.3,52.0,32.4,36.6,53.9,81.6,82.6,5.0,46.6,50.3,56.3,35.2,59.2,68.2,47.5
jasmine,jasmine,41.1,25.5,19.9,66.3,52.6,26.2,39.8,21.3,17.4,68.5,86.2,91.1,24.0,72.8,34.9,32.5,8.7,63.4,67.8,42.7
expressjs,multer,36.7,31.4,8.9,49.2,57.5,21.3,40.6,10.1,13.2,63.8,81.4,81.3,65.9,26.4,40.7,45.4,6.6,70.0,61.3,40.6
paulmillr,es6-shim,26.2,24.6,0.9,42.9,36.3,8.9,24.6,1.9,0.1,59.6,63.3,67.6,43.9,63.7,23.8,41.6,6.8,22.9,46.6,29.6
shellscape,webpack-manifest-plugin,28.4,3.5,,70.8,39.3,8.4,25.2,,,54.3,52.5,53.3,81.3,30.1,46.7,76.8,9.0,54.2,38.1,34.4
i18next,i18next,36.2,34.5,26.4,51.6,32.5,42.2,52.8,37.7,36.1,65.4,74.6,72.8,45.2,69.2,47.6,61.8,30.0,51.0,63.2,47.9
socketio,socket.io-client,28.6,28.6,11.5,43.1,31.1,21.4,40.4,13.9,9.9,79.5,80.1,93.6,73.3,71.1,52.1,76.2,19.2,61.0,65.0,45.4
stylelint,stylelint,38.6,28.8,27.6,79.5,18.5,46.9,54.2,45.9,40.5,66.7,80.6,80.5,56.9,48.9,50.8,56.3,43.5,52.6,69.3,50.7
stephenhandley,requireindex,16.2,,,21.4,43.5,7.8,23.5,,,30.0,14.6,12.2,54.3,39.0,12.4,31.5,,5.6,11.5,16.6
eslint-community,eslint-plugin-promise,23.9,11.4,4.0,71.6,8.7,11.2,31.3,2.2,,40.6,44.1,39.0,64.2,15.2,47.1,58.9,6.5,75.8,31.4,30.7
expressjs,morgan,28.8,8.6,,48.9,57.6,10.3,28.6,2.2,,65.6,75.9,71.1,73.4,42.0,31.6,49.5,,45.2,52.4,34.1
googlechrome,workbox,32.1,30.0,10.8,55.8,31.7,18.9,38.8,17.8,,68.7,82.2,77.1,80.8,34.8,48.7,70.4,14.3,61.4,59.4,42.1
vuejs,core,39.5,25.6,35.0,50.2,47.0,49.3,56.5,47.5,43.8,57.6,96.9,96.9,4.9,31.8,51.1,40.3,46.1,66.9,81.0,49.4
npm,fstream,22.5,,,28.8,61.1,7.8,23.4,,,41.0,20.7,27.0,74.5,42.0,41.9,71.9,,53.8,18.5,28.3
sindresorhus,debounce,51.1,49.3,27.1,51.9,76.2,21.1,32.0,11.8,19.5,41.5,38.6,34.7,59.6,33.1,32.6,37.5,11.7,48.8,31.5,36.6
luin,ioredis,45.2,25.8,17.4,83.5,53.9,18.8,40.2,15.8,0.2,64.5,84.0,82.2,46.9,45.0,46.8,63.7,9.2,67.3,61.7,43.8
ladjs,supertest,38.8,33.1,15.1,65.6,41.5,18.7,35.9,10.1,10.0,70.1,84.3,76.2,63.7,56.2,43.6,52.7,9.9,68.2,59.7,42.8
dominictarr,map-stream,27.2,,,17.7,90.9,7.9,23.8,,,32.6,16.3,16.0,61.3,36.9,17.5,33.6,,18.8,13.4,21.3
cthackers,adm-zip,26.2,16.5,7.6,37.5,43.2,17.8,38.1,5.2,10.1,58.7,57.2,66.1,66.3,45.1,42.9,53.4,5.0,70.3,47.0,36.4
bgrins,TinyColor,39.1,37.8,1.9,59.9,56.9,10.8,29.7,2.6,,48.7,69.5,68.6,12.3,44.5,19.4,17.2,4.8,36.2,49.6,29.5
dominictarr,event-stream,36.8,,,56.1,91.1,7.6,22.9,,,53.6,58.9,49.9,60.2,45.6,27.1,46.1,,35.2,38.8,31.3
adaltas,node-csv,38.0,30.0,20.1,64.3,37.4,30.5,43.8,24.6,23.1,52.6,66.8,60.5,36.2,47.0,33.9,35.6,24.1,42.1,52.6,38.8
airbnb,javascript,43.1,21.4,20.3,68.8,62.0,36.8,47.5,32.4,30.5,74.9,99.6,99.1,65.5,35.2,52.2,48.0,35.1,73.5,78.5,51.7
janl,mustache.js,36.7,16.4,,55.9,74.7,9.9,29.6,,,61.2,86.3,91.8,4.8,61.8,39.5,53.0,,65.5,62.7,36.8
log4js-node,log4js-node,27.9,22.2,17.6,46.2,25.6,23.1,39.5,19.5,10.2,50.6,72.0,76.6,4.7,49.1,42.9,44.0,22.0,62.7,57.2,36.1
beautifier,js-beautify,45.3,33.1,35.0,86.8,26.5,39.8,47.9,38.0,33.5,71.4,77.2,85.2,57.8,65.5,53.2,55.1,35.1,69.5,67.4,52.5
AvianFlu,ncp,23.9,,,30.7,65.0,7.6,22.9,,,45.4,38.2,40.6,60.0,42.9,30.1,42.0,,48.2,28.8,26.8
sindresorhus,clipboardy,34.7,8.1,1.6,53.5,75.7,13.5,30.9,3.1,6.4,43.4,54.8,36.2,68.3,14.2,29.5,41.2,5.0,42.2,34.8,30.3
eligrey,FileSaver.js,30.6,20.8,,47.7,53.9,11.4,34.1,,,63.4,90.5,95.7,12.6,54.8,38.9,52.5,,64.2,65.9,36.1
mysticatea,eslint-plugin-node,28.7,12.9,3.5,49.3,49.1,9.5,25.6,3.0,,47.9,45.3,50.1,61.5,34.8,33.3,47.2,11.2,41.4,35.0,29.9
shama,gaze,34.0,,,48.1,87.9,7.6,22.7,,,52.8,48.6,52.4,74.4,35.6,27.6,44.4,,38.5,36.2,30.5
csstools,postcss-normalize,29.0,,0.7,66.1,49.1,12.0,24.9,4.5,6.5,41.1,42.2,23.1,80.1,18.9,22.3,56.1,3.2,7.7,25.8,26.1
helmetjs,helmet,38.6,32.9,17.8,60.5,43.2,29.5,42.7,26.3,19.4,60.3,79.4,66.3,54.9,40.5,38.0,54.4,22.8,37.0,58.4,41.6
jeremyfa,yaml.js,24.2,,,44.7,51.9,8.0,24.1,,,45.6,43.9,48.4,43.6,46.5,19.7,29.8,,29.2,33.4,24.4
lovell,sharp,37.3,29.9,26.1,58.9,34.4,42.8,54.2,37.8,36.5,72.7,94.6,83.5,58.4,54.2,44.5,44.4,37.8,51.4,73.6,49.3
redis,node-redis,46.0,27.3,32.6,87.2,37.0,43.1,54.4,35.8,39.2,75.7,86.8,88.7,53.6,73.8,47.6,57.6,40.7,44.4,72.9,53.1
sindresorhus,pretty-ms,38.9,19.4,9.6,51.7,75.1,19.9,32.7,15.9,11.0,40.7,45.6,32.2,51.3,33.7,34.0,34.6,12.7,54.8,32.6,33.4
liady,webpack-node-externals,24.9,16.8,1.7,44.8,36.1,9.7,25.9,3.1,,39.4,50.8,32.4,57.6,17.0,30.1,64.3,,26.0,31.0,26.0
taylorhakes,promise-polyfill,29.5,4.9,8.4,47.9,57.0,18.9,29.7,15.8,11.1,56.6,58.6,64.1,60.3,43.6,44.1,65.6,11.6,55.2,47.2,37.3
angular,angular,55.4,30.4,35.4,91.3,64.7,48.3,54.1,46.6,44.1,80.9,99.0,99.0,73.8,51.6,59.4,80.5,47.4,50.4,82.1,61.0
steveukx,git-js,43.2,35.0,21.8,60.5,55.4,31.3,41.1,29.7,23.2,47.8,64.5,63.6,9.3,53.8,35.1,31.7,31.9,41.7,53.1,39.3
rollup,rollup-pluginutils,17.6,,,33.6,36.8,6.9,20.7,,,26.9,12.1,14.2,68.1,13.3,44.1,74.9,,57.3,11.1,23.9
react-component,util,34.7,23.5,23.5,42.2,49.5,33.5,38.9,32.6,28.9,46.9,36.4,51.8,53.2,46.1,43.8,44.4,33.1,53.9,40.6,39.7
medikoo,cli-color,27.0,,,42.7,65.5,6.9,20.8,,,41.0,37.9,23.9,51.9,50.4,23.7,38.2,2.2,30.7,22.9,24.7
d3,d3-selection,24.2,21.9,2.7,19.0,53.5,15.3,27.8,11.5,6.6,44.6,35.2,62.7,44.2,36.5,35.2,54.2,7.2,44.0,37.7,29.8
mysticatea,npm-run-all,25.2,2.7,,48.8,49.2,7.5,22.5,,,57.6,71.5,58.1,61.9,38.7,29.0,50.4,,36.5,45.7,29.8
kangax,html-minifier,34.6,13.5,,49.4,75.4,11.0,30.9,2.0,,71.7,69.1,71.8,75.9,70.0,45.0,67.2,10.8,57.1,50.6,40.6
istanbuljs,nyc,25.9,21.1,,58.2,24.5,14.0,34.1,7.8,,50.8,71.2,65.2,49.9,17.1,29.1,42.8,,44.5,50.1,30.0
alexgorbatchev,crc,34.1,23.5,,39.7,73.3,7.6,22.7,,,43.5,26.9,33.8,58.5,54.9,30.4,55.2,,36.1,22.8,28.9
segmentio,is-url,20.8,,0.7,23.3,59.1,10.4,23.2,1.3,6.7,33.5,18.8,24.0,60.8,30.4,22.9,34.6,3.4,30.7,17.7,21.9
expressjs,cookie-parser,29.4,10.8,3.4,45.7,57.9,11.2,25.8,7.9,,54.8,56.7,57.0,67.7,38.0,30.0,45.4,3.9,40.8,41.6,31.4
kevva,decompress,30.9,17.0,,37.7,68.9,8.5,25.5,,,36.5,29.5,27.2,59.7,29.8,19.2,37.7,,20.0,21.7,23.8
nodemailer,nodemailer,39.7,37.1,24.4,56.9,40.2,35.7,47.6,28.1,31.5,71.7,86.5,84.9,61.0,54.3,47.8,62.0,34.8,46.8,69.0,48.7
stylus,stylus,32.9,28.9,21.4,60.7,20.4,31.1,40.4,29.5,23.4,72.7,81.2,82.3,69.9,57.2,42.4,37.3,25.6,64.3,64.9,44.8
codemirror,basic-setup,10.6,,,19.6,23.0,7.0,21.1,,,14.6,12.6,16.2,29.1,0.4,8.9,23.8,0.1,2.7,11.9,10.3
hapijs,hoek,31.5,,24.8,43.8,57.5,20.9,27.6,15.9,19.3,49.2,33.1,52.0,71.8,40.1,40.2,43.5,15.9,61.3,35.3,35.5
gulpjs,fancy-log,30.9,,9.9,57.2,56.5,11.4,23.5,4.0,6.8,30.3,16.1,15.5,67.5,22.2,28.5,47.4,5.4,32.5,14.3,25.3
vuejs,vue-loader,32.5,28.5,29.1,25.4,47.0,28.5,38.7,23.6,23.3,67.3,69.7,80.1,71.2,48.0,49.8,83.4,24.0,42.0,59.4,44.5
chartjs,Chart.js,29.0,27.2,27.2,33.5,28.2,41.7,51.4,36.4,37.2,78.8,98.3,97.9,60.4,58.8,55.3,67.2,38.5,60.1,79.3,51.2
react-dropzone,react-dropzone,27.9,13.3,9.2,73.4,15.8,14.7,33.6,10.4,,62.4,79.7,76.7,44.6,48.5,45.9,61.8,,75.8,57.0,37.7
Automattic,cli-table,28.6,9.5,,49.4,55.6,8.1,24.3,,,51.7,59.2,47.3,54.5,46.0,30.7,33.3,,58.9,38.2,29.8
dreamerslab,node.inflection,33.7,,19.8,48.1,67.0,14.0,21.5,13.4,6.9,42.6,34.5,25.6,61.8,48.6,37.6,54.7,8.1,49.9,24.7,32.0
nock,nock,43.6,29.3,31.2,90.5,23.4,38.2,41.6,38.0,35.0,67.2,82.8,75.5,40.2,70.3,54.8,58.4,36.5,69.6,65.5,51.0
vuejs,vue,43.2,37.2,28.7,59.7,47.5,39.3,46.0,37.6,34.3,67.2,99.8,99.5,9.4,59.9,44.6,41.9,28.8,63.2,79.5,48.6
node-cache,node-cache,27.9,12.6,,49.4,49.5,11.0,27.7,5.4,,50.8,58.7,47.2,41.7,55.7,37.6,61.4,,51.5,39.0,31.8
NMFR,optimize-css-assets-webpack-plugin,14.4,,,41.7,15.9,6.5,19.4,,,42.4,48.5,32.8,76.3,12.1,38.1,83.3,,30.9,29.3,25.3
jsdoc,jsdoc,45.0,29.6,31.3,68.7,50.5,31.8,40.0,35.5,19.9,67.8,85.7,85.8,41.3,58.3,36.1,48.8,31.3,28.1,67.8,45.2
standard,eslint-config-standard,36.6,34.9,28.4,49.4,33.6,35.0,36.3,42.4,26.3,53.1,60.6,72.0,62.9,16.9,48.4,57.9,33.0,54.4,55.9,43.3
geraintluff,tv4,27.9,,,54.0,57.8,6.5,19.5,,,43.5,48.8,53.8,37.1,34.3,27.7,37.2,,45.8,36.4,26.4
inxilpro,node-app-root-path,26.2,,,55.9,49.0,6.5,19.5,,,38.5,36.8,19.7,66.0,31.5,19.5,48.7,,9.9,21.0,22.7
localForage,localForage,33.5,29.6,1.5,69.4,33.3,13.8,31.0,10.5,,68.1,92.8,83.7,51.0,44.8,42.8,50.8,,77.5,63.4,39.5
indexzero,node-pkginfo,28.4,,,35.8,77.8,6.5,19.6,,,22.3,18.5,17.1,9.5,44.0,11.1,20.1,,13.2,14.0,17.1
preactjs,preact,36.8,31.5,24.0,72.2,19.6,43.0,49.0,42.0,38.1,70.3,96.3,89.0,53.0,42.9,59.4,71.6,41.8,64.8,76.1,52.4
tdegrunt,jsonschema,34.6,4.6,8.9,56.4,68.2,15.7,30.7,10.0,6.2,50.2,55.5,59.7,47.8,37.9,36.8,43.0,3.1,64.2,43.6,34.3
vuejs,eslint-plugin-vue,37.8,31.0,30.2,43.2,46.9,42.9,50.0,39.2,39.6,61.1,68.0,73.2,66.8,36.5,51.1,44.0,39.1,70.1,61.4,48.2
vuejs,router,34.5,21.4,27.1,42.6,47.0,44.2,50.6,39.8,42.2,60.2,65.7,81.9,69.7,23.6,50.6,67.2,37.2,47.5,63.9,47.4
simov,slugify,32.9,29.8,10.4,36.2,55.0,11.3,27.3,6.6,,47.9,52.3,44.4,60.7,34.0,33.9,40.1,2.5,59.0,36.0,31.5
karma-runner,karma,46.4,17.3,23.4,81.0,64.0,20.5,32.5,17.6,11.3,78.7,81.9,87.9,74.7,70.4,54.7,66.3,19.2,78.7,63.4,50.1
Unitech,pm2,53.7,30.6,22.1,82.6,79.5,36.0,47.1,30.8,30.0,71.3,96.7,92.2,38.1,58.2,40.3,47.2,24.1,49.6,75.0,50.3
gulpjs,liftoff,27.4,,,53.5,56.2,6.6,19.8,,,46.0,42.8,29.0,63.5,48.5,32.1,46.9,8.8,40.6,26.1,28.0
krisk,Fuse,39.1,35.6,30.3,59.0,31.4,24.0,37.4,23.2,11.4,62.2,87.5,77.5,28.7,55.2,36.2,34.2,24.2,50.1,63.0,40.4
timoxley,columnify,36.6,1.0,,55.0,90.6,7.6,22.0,0.9,,32.5,30.3,21.7,50.2,27.9,35.5,67.1,0.4,39.0,19.9,28.1
stylelint,stylelint-config-standard,27.1,13.3,19.8,56.9,18.5,27.4,32.5,26.9,22.7,44.7,51.6,43.9,50.8,32.5,46.9,54.4,27.1,59.1,41.0,36.5
coopernurse,node-pool,31.8,10.2,,46.3,70.8,8.3,25.0,,,47.6,59.6,60.7,21.8,48.4,31.1,35.2,,58.0,42.9,29.7
standard-things,esm,9.5,,0.9,22.6,14.3,10.0,22.1,1.8,6.3,51.9,70.4,48.8,53.7,34.6,29.2,78.3,3.1,6.3,43.1,25.2
ogt,valid-url,25.2,,,34.8,66.2,6.7,20.0,,,32.0,21.4,17.2,58.8,30.6,24.0,41.7,,30.4,15.1,22.0
tleunen,babel-plugin-module-resolver,20.0,,,40.6,39.5,6.7,20.1,,,49.6,64.9,56.3,62.7,14.5,43.0,73.5,,55.6,42.6,29.8
mathisonian,command-exists,29.3,,,51.1,66.2,6.7,20.1,,,30.9,17.8,15.7,68.9,21.3,40.7,61.2,,60.8,13.4,26.9
kevva,download,27.2,,3.0,36.9,69.0,8.9,20.1,6.7,,48.3,50.4,55.1,57.7,29.9,33.7,47.3,,53.9,38.1,29.5
